FlightDate,FlightTime,Airport,FlightRange,BagNumber,MaxSpendingRange,DropOffRange
1983-07-04,03:49:21,LAX,25.0,0.5,100,1.0
2004-09-19,19:01:54,LAX,17.5,0.1,38,1.1
2012-03-29,15:25:46,LAX,25.0,1.5,71,1.7
1989-09-24,10:38:58,ONT,37.5,0.5,37,1.4
2009-12-20,15:27:25,ONT,2.5,0.7,50,0.7
2020-06-07,09:15:35,ONT,10.0,0.4,91,0.1
1976-07-29,21:05:18,ONT,40.0,0.4,60,2.0
2009-08-15,22:10:08,ONT,40.0,1.9,94,1.8
1970-12-13,18:38:51,LAX,35.0,0.2,44,1.7
1992-06-06,10:38:20,ONT,42.5,0.6,100,0.2
2025-01-06,19:51:04,ONT,42.5,0.3,72,1.9
1996-06-07,23:18:49,ONT,40.0,0.6,66,1.1
1985-06-28,23:02:06,LAX,32.5,0.1,87,1.8
1990-06-27,23:48:09,LAX,22.5,0.1,81,0.0
2017-11-26,21:50:01,ONT,25.0,0.2,64,1.0
2018-10-03,13:11:15,LAX,7.5,1.4,46,1.7
1976-05-31,18:03:21,ONT,5.0,0.4,81,1.8
2022-09-09,22:39:18,LAX,27.5,1.0,56,0.1
2018-09-22,08:26:22,LAX,42.5,1.6,92,1.7
1979-04-13,07:04:20,ONT,37.5,0.0,23,1.9
2019-05-30,12:38:10,ONT,42.5,0.5,72,0.7
1978-07-12,18:16:28,ONT,20.0,1.8,100,1.8
1970-01-15,09:07:09,LAX,17.5,0.5,97,1.4
2006-09-07,13:30:04,ONT,35.0,0.3,95,1.7
2012-03-12,06:35:06,ONT,17.5,0.8,24,1.4
1980-09-17,23:47:04,LAX,40.0,0.1,96,0.8
2007-09-05,13:07:54,ONT,40.0,1.1,66,0.8
2004-08-31,10:42:46,ONT,40.0,1.4,67,1.4
1988-07-05,03:30:05,ONT,2.5,0.7,44,0.1
2022-10-13,18:54:06,ONT,10.0,1.3,35,2.0
2012-11-06,00:28:53,ONT,20.0,0.1,74,1.6
1981-08-20,01:12:48,ONT,7.5,0.0,90,1.3
1979-09-19,02:59:27,ONT,10.0,1.6,97,0.4
1989-02-21,06:03:53,LAX,2.5,1.4,43,1.7
2013-04-11,19:54:38,ONT,5.0,0.7,78,0.1
2003-04-03,07:07:03,LAX,30.0,1.9,67,1.9
1983-05-24,18:29:10,ONT,42.5,0.3,82,0.4
1990-04-10,19:29:12,LAX,40.0,0.0,31,2.0
1989-05-25,20:39:19,ONT,27.5,0.8,65,1.3
1986-11-30,08:05:26,LAX,15.0,0.9,82,0.9
2022-08-31,04:23:03,ONT,42.5,0.2,26,1.7
2010-06-27,19:49:37,LAX,5.0,0.3,75,0.4
1993-06-16,03:32:24,ONT,15.0,0.9,67,0.5
1998-12-07,02:00:25,ONT,42.5,1.2,23,0.3
1993-01-08,15:04:26,LAX,50.0,0.1,90,0.3
2018-01-11,19:39:31,LAX,5.0,1.9,76,0.2
1978-09-05,16:31:16,ONT,7.5,0.8,21,0.7
1994-08-08,17:05:13,LAX,30.0,0.9,49,1.6
1990-04-22,21:14:49,LAX,2.5,0.0,95,1.9
2000-04-13,12:28:26,ONT,2.5,0.8,37,1.3
1994-07-16,23:38:49,LAX,32.5,0.1,88,1.9
1997-11-15,10:00:38,LAX,40.0,0.8,42,0.5
2021-10-17,03:44:53,ONT,12.5,0.0,68,0.9
1982-07-15,21:19:26,ONT,45.0,0.4,98,1.6
2015-06-04,22:23:37,ONT,25.0,0.7,94,1.7
1981-03-16,01:05:58,ONT,30.0,1.6,53,1.5
1970-12-20,03:19:15,LAX,40.0,1.2,52,1.6
1975-01-22,03:42:15,ONT,27.5,0.5,60,0.8
1973-05-13,11:29:11,ONT,15.0,0.0,42,1.6
1977-05-02,02:43:02,LAX,47.5,0.1,66,1.8
1985-01-08,18:32:11,LAX,32.5,0.7,94,1.6
2001-03-11,15:48:24,ONT,35.0,1.0,20,0.2
1999-11-15,22:29:05,LAX,25.0,0.0,63,0.0
1993-02-17,01:51:53,ONT,25.0,1.4,61,1.9
1988-04-04,10:20:36,ONT,20.0,1.5,75,0.5
2009-12-14,17:20:14,ONT,40.0,0.7,36,0.8
2015-06-02,19:00:30,ONT,17.5,0.5,41,0.9
2009-10-05,18:43:52,ONT,40.0,0.7,88,1.8
2021-01-03,06:27:13,LAX,12.5,0.7,81,1.7
2009-12-02,11:17:02,ONT,12.5,1.1,44,0.3
1999-07-08,03:26:46,ONT,17.5,0.3,67,1.6
2023-11-04,10:28:53,ONT,22.5,0.3,68,1.5
1979-11-10,22:15:24,LAX,37.5,0.6,30,0.0
1971-03-12,21:32:42,ONT,42.5,0.4,74,0.2
2014-07-08,17:39:19,LAX,22.5,1.1,83,1.1
1984-10-09,20:14:21,LAX,10.0,1.2,61,0.6
1992-11-29,05:19:18,LAX,7.5,0.7,62,1.7
1991-08-11,04:25:12,ONT,35.0,0.6,30,0.5
1973-12-28,11:13:50,LAX,35.0,1.6,79,1.8
2003-09-10,13:01:47,LAX,35.0,0.7,97,0.2
1985-11-22,06:07:43,ONT,47.5,1.6,78,0.7
1985-12-25,13:22:30,ONT,17.5,0.0,92,1.0
1974-08-11,15:12:35,LAX,27.5,1.4,69,0.3
1987-05-20,12:14:02,ONT,2.5,1.6,29,0.1
1981-02-10,02:48:35,ONT,40.0,1.9,72,0.7
2010-03-03,21:20:53,LAX,27.5,0.1,99,1.9
1985-06-24,23:57:48,LAX,5.0,0.8,60,0.0
1991-05-10,12:39:18,LAX,32.5,0.5,89,0.3
1972-10-11,15:30:16,LAX,50.0,1.4,26,0.2
2019-05-02,10:59:49,ONT,7.5,0.1,59,1.5
2015-11-18,08:39:34,LAX,17.5,0.7,24,1.5
2016-11-13,03:20:21,LAX,37.5,1.1,84,0.3
1970-05-07,05:35:49,LAX,47.5,0.0,87,1.6
2011-11-29,09:25:19,ONT,50.0,0.4,89,0.3
1972-06-01,05:05:27,ONT,50.0,1.3,54,1.5
2023-06-05,04:58:46,ONT,2.5,0.3,78,1.1
1982-01-16,18:59:47,ONT,40.0,0.9,20,1.6
1982-03-03,20:53:29,LAX,35.0,1.4,46,1.2
2004-04-25,22:55:37,ONT,10.0,1.4,65,0.6
2024-06-14,23:17:24,ONT,30.0,1.4,64,0.1
1977-05-12,17:45:13,ONT,47.5,0.9,50,0.2
1999-03-02,16:23:13,ONT,45.0,1.0,36,0.6
2007-11-13,01:17:58,LAX,42.5,0.5,91,1.0
1987-02-03,06:28:45,ONT,15.0,0.8,26,1.9
2020-06-24,03:30:06,LAX,32.5,0.0,71,1.4
1999-07-17,17:04:28,ONT,25.0,0.7,40,0.0
1997-10-21,16:00:30,ONT,35.0,1.1,66,1.5
2019-09-27,22:10:18,LAX,2.5,0.0,23,1.0
2008-03-05,17:54:50,LAX,50.0,0.1,65,0.8
1980-07-09,12:22:00,ONT,5.0,1.1,79,0.6
2002-06-10,22:49:07,ONT,7.5,0.5,99,1.7
1995-09-04,16:32:22,ONT,40.0,0.2,24,1.6
1985-08-17,14:52:22,ONT,12.5,1.5,45,1.9
1982-10-25,16:07:23,ONT,12.5,1.4,100,1.7
2024-06-23,22:00:19,ONT,50.0,0.5,65,0.3
2013-03-14,20:53:26,ONT,42.5,0.8,100,1.0
2010-06-19,04:35:05,ONT,35.0,0.9,60,1.0
1997-05-27,07:29:53,ONT,32.5,0.3,89,1.7
2022-07-08,10:09:59,LAX,40.0,0.3,98,1.4
1985-09-05,08:06:47,ONT,12.5,1.3,38,0.0
1973-10-13,05:55:57,LAX,45.0,0.0,69,0.8
1985-09-21,17:32:54,ONT,17.5,1.9,68,1.4
1999-05-26,15:03:51,LAX,37.5,1.5,95,0.1
1998-06-13,03:30:53,ONT,37.5,0.9,63,1.4
2021-03-15,09:25:49,LAX,2.5,0.4,39,0.2
1987-06-03,16:09:07,LAX,25.0,0.6,93,0.2
2019-10-16,09:14:36,LAX,42.5,0.9,26,0.3
1979-11-28,01:24:11,LAX,20.0,0.8,70,0.7
1995-08-18,04:26:21,ONT,40.0,0.5,57,1.5
1972-07-20,17:46:11,ONT,2.5,0.4,22,0.9
1982-11-26,20:01:19,ONT,15.0,1.7,57,0.9
1984-08-03,08:43:16,ONT,5.0,0.9,93,0.0
1995-11-22,03:01:52,LAX,32.5,0.2,84,1.7
1974-08-29,04:47:28,ONT,15.0,0.8,74,0.2
2013-12-09,01:55:27,ONT,40.0,1.3,94,1.1
2006-05-26,10:53:21,LAX,32.5,1.2,78,0.1
2017-03-01,07:03:21,LAX,32.5,1.7,64,0.7
1984-07-27,01:26:51,LAX,5.0,0.9,82,0.7
2001-09-06,10:15:39,ONT,42.5,0.3,94,0.5
1986-08-27,11:00:03,LAX,37.5,0.9,70,0.0
1985-12-02,00:55:00,LAX,37.5,1.8,87,0.2
1978-07-30,09:43:27,ONT,47.5,0.6,80,1.6
2002-10-19,08:41:10,LAX,25.0,0.8,47,0.0
2009-04-17,03:30:49,LAX,35.0,0.6,70,1.4
1997-06-25,03:22:50,LAX,25.0,1.7,65,1.3
1990-11-08,16:59:33,ONT,2.5,0.3,67,1.9
1978-08-18,01:06:49,LAX,50.0,1.7,62,1.8
1998-07-05,02:39:16,ONT,7.5,0.8,65,1.9
2002-04-26,17:48:49,LAX,10.0,0.7,70,1.2
2025-01-20,20:36:27,LAX,25.0,1.7,68,1.6
1990-01-07,19:44:40,ONT,7.5,0.1,51,0.2
2011-02-21,02:19:07,LAX,10.0,0.1,39,1.1
2010-07-21,18:29:41,LAX,40.0,0.1,20,0.4
2009-11-09,20:30:37,LAX,32.5,1.2,89,0.8
2000-06-02,14:47:54,ONT,50.0,1.3,79,1.1
2006-01-03,21:43:40,ONT,20.0,1.4,28,0.6
1987-07-31,18:53:05,ONT,32.5,1.4,33,1.9
2010-02-27,18:33:30,ONT,12.5,1.3,82,0.3
1979-09-07,08:26:42,ONT,12.5,1.1,77,1.8
2009-01-03,14:26:15,LAX,27.5,0.3,29,0.0
2002-04-16,09:04:00,ONT,2.5,1.2,51,1.4
2005-11-20,19:36:09,ONT,35.0,0.7,57,1.8
2005-12-27,23:24:18,LAX,40.0,0.9,29,1.9
2017-03-29,07:40:32,LAX,25.0,1.3,95,1.8
1994-11-10,13:07:23,LAX,42.5,0.6,76,1.6
1975-08-24,13:24:03,LAX,5.0,1.6,29,1.8
1980-10-28,13:02:28,ONT,40.0,1.7,42,0.7
1990-08-16,00:15:51,LAX,15.0,1.3,24,1.9
1978-09-12,01:33:09,LAX,5.0,0.9,27,2.0
1976-02-22,16:36:59,LAX,30.0,1.5,56,1.6
2007-08-21,12:44:12,ONT,10.0,0.7,99,0.8
1988-10-05,00:47:09,LAX,7.5,1.3,95,1.7
1981-08-01,00:16:55,LAX,27.5,1.4,87,0.8
1978-12-20,04:18:18,ONT,42.5,1.8,62,0.7
1974-12-27,13:28:45,LAX,32.5,0.1,81,1.5
1973-03-01,02:36:54,ONT,15.0,1.6,96,1.1
2024-05-26,12:33:07,LAX,30.0,1.4,100,2.0
1976-06-06,06:37:13,LAX,2.5,1.2,59,0.3
1995-03-30,13:47:45,ONT,10.0,0.8,81,0.1
2023-04-18,16:13:38,LAX,27.5,1.1,53,1.9
2018-04-02,03:18:51,LAX,10.0,0.4,79,1.5
2017-10-31,18:47:42,LAX,5.0,1.4,81,2.0
2021-01-18,13:11:17,LAX,2.5,0.5,77,0.7
2007-11-21,10:31:29,ONT,12.5,1.7,93,1.4
1989-07-31,02:26:39,ONT,5.0,1.4,93,0.4
1981-10-31,06:27:02,LAX,25.0,0.7,82,1.1
2023-10-17,15:23:32,ONT,12.5,0.5,38,2.0
1999-01-10,01:05:28,LAX,22.5,1.8,81,1.3
2002-03-26,21:58:57,LAX,45.0,0.2,87,1.9
1982-10-30,11:11:04,LAX,47.5,1.7,97,0.5
2016-01-04,15:38:29,LAX,32.5,1.3,32,1.2
1985-09-08,21:50:46,ONT,42.5,0.9,86,1.6
1992-09-05,12:26:19,ONT,40.0,0.8,33,1.6
2007-12-21,18:02:40,LAX,2.5,0.2,83,0.5
2024-10-13,04:49:28,ONT,15.0,0.9,39,1.4
1972-07-28,14:32:10,ONT,40.0,0.7,90,0.5
1970-09-01,16:35:42,ONT,37.5,0.9,88,1.3
1995-07-11,13:14:39,ONT,35.0,1.3,41,1.6
2001-11-05,20:30:31,LAX,27.5,0.1,60,1.3
1990-01-26,14:30:07,ONT,2.5,1.4,69,0.6
2014-10-09,18:13:51,ONT,40.0,0.0,92,0.8
1985-04-16,10:01:48,ONT,32.5,0.8,95,1.9
1988-09-08,07:07:54,ONT,5.0,0.5,28,2.0
1974-03-04,01:28:42,LAX,15.0,0.8,26,0.6
1999-01-13,04:10:58,LAX,45.0,0.4,29,1.2
1975-10-01,21:53:33,LAX,15.0,0.9,56,1.3
1984-09-18,10:47:31,ONT,37.5,0.1,28,1.9
2010-09-19,01:31:13,LAX,35.0,1.6,69,1.7
1975-09-21,10:15:03,LAX,7.5,0.1,32,1.4
1994-06-02,22:49:18,ONT,25.0,1.1,96,0.7
1988-10-16,20:30:10,ONT,35.0,1.8,98,0.4
1980-02-09,07:21:49,ONT,12.5,1.3,92,0.3
1989-05-25,14:21:22,LAX,25.0,1.7,23,1.2
1995-10-27,03:06:15,LAX,40.0,1.8,92,1.0
1982-06-17,02:15:58,LAX,47.5,0.8,93,1.8
2006-05-10,19:15:47,ONT,7.5,1.7,69,2.0
1982-06-12,11:30:55,LAX,25.0,0.1,91,0.8
2006-08-05,16:58:36,LAX,27.5,1.2,66,1.5
2013-12-10,15:42:02,LAX,12.5,1.4,68,1.9
1994-11-19,18:31:16,ONT,7.5,0.0,24,0.9
1992-05-29,18:14:31,LAX,12.5,1.8,74,0.4
1970-06-09,17:50:34,LAX,7.5,1.7,90,1.5
1993-05-17,02:04:12,LAX,2.5,0.9,93,2.0
2020-06-23,00:57:12,LAX,40.0,0.0,77,1.1
1999-09-01,03:46:53,LAX,22.5,0.4,86,1.0
2006-02-16,20:32:40,ONT,15.0,1.5,81,0.9
1991-07-18,03:03:35,ONT,7.5,0.8,60,0.9
2000-09-23,06:51:47,LAX,17.5,0.4,93,1.8
1975-10-22,14:12:27,LAX,40.0,0.2,49,1.0
2002-04-29,00:02:10,LAX,35.0,1.1,58,1.3
2025-02-14,22:33:53,LAX,5.0,0.7,63,1.7
1979-12-14,12:06:33,LAX,22.5,0.3,48,1.3
2001-04-06,16:01:20,LAX,5.0,1.9,98,0.6
2007-05-28,01:06:33,LAX,25.0,1.3,53,1.0
1986-02-01,15:46:38,LAX,17.5,0.6,60,0.4
2015-07-29,05:54:09,ONT,10.0,0.6,65,0.5
1973-02-16,14:23:49,ONT,35.0,0.9,96,0.2
2019-05-23,07:30:26,LAX,27.5,0.5,73,0.2
1975-12-08,10:10:32,LAX,2.5,1.0,26,1.9
1985-07-05,01:26:51,LAX,27.5,0.0,59,0.1
1988-10-05,03:21:38,LAX,40.0,1.2,54,0.4
2014-03-29,08:41:17,LAX,12.5,0.4,79,1.3
1978-07-03,16:39:13,ONT,50.0,1.2,96,0.6
1988-11-02,12:05:07,LAX,17.5,1.4,98,0.9
2008-02-25,14:08:20,ONT,42.5,1.7,60,1.1
1985-04-01,21:18:57,LAX,42.5,0.1,84,1.0
2006-09-29,21:49:50,LAX,47.5,0.9,25,0.9
2014-10-04,18:09:33,ONT,12.5,0.2,88,0.6
2011-03-27,12:16:37,LAX,50.0,0.7,93,2.0
1979-04-14,05:55:48,LAX,5.0,0.4,58,0.5
2022-08-02,22:19:01,LAX,17.5,1.4,84,0.2
2018-02-13,09:26:08,LAX,20.0,0.8,84,1.2
2022-10-25,14:39:30,ONT,2.5,0.4,95,1.0
1974-12-26,02:31:40,LAX,15.0,0.8,82,0.7
2011-07-07,04:00:45,ONT,50.0,0.4,84,0.3
1992-05-25,00:09:52,LAX,12.5,0.2,33,0.2
1991-02-05,08:00:51,LAX,47.5,0.2,86,0.0
2014-10-12,06:43:48,ONT,47.5,0.8,89,1.9
1990-03-12,00:25:32,LAX,17.5,1.1,23,1.7
1995-07-26,11:17:42,LAX,42.5,0.2,87,0.5
2003-11-15,22:40:15,ONT,20.0,1.4,96,0.3
2009-07-02,18:01:01,LAX,37.5,1.1,39,0.4
2003-11-15,11:14:08,ONT,40.0,0.0,36,0.9
2011-12-19,10:38:27,LAX,20.0,0.1,33,0.4
1982-11-15,18:47:30,ONT,10.0,0.4,56,1.9
1974-08-28,21:50:19,ONT,50.0,1.5,43,1.1
2000-05-14,05:12:02,LAX,20.0,0.0,57,0.9
1974-01-12,13:49:29,LAX,35.0,1.9,31,1.5
2010-03-25,04:13:29,ONT,7.5,0.6,20,1.8
2011-02-04,16:33:57,ONT,47.5,0.0,72,0.7
1974-05-02,09:48:05,ONT,27.5,0.7,78,0.0
2017-10-21,11:40:23,ONT,20.0,0.0,95,0.0
1993-02-11,10:01:49,LAX,7.5,0.8,20,0.9
1977-10-14,08:56:22,ONT,50.0,1.1,83,0.2
1971-05-17,15:17:03,LAX,37.5,1.7,100,0.1
2009-05-27,22:29:55,LAX,47.5,0.4,60,2.0
2020-02-28,07:19:45,LAX,27.5,0.5,49,1.1
1990-12-06,03:10:46,LAX,42.5,1.6,79,0.6
1971-06-16,18:08:21,ONT,30.0,0.9,52,1.3
2015-04-10,22:52:27,ONT,42.5,0.8,31,0.4
2001-04-01,23:31:45,LAX,42.5,0.4,52,0.4
2016-01-02,13:00:37,LAX,35.0,0.9,51,0.9
2005-03-29,05:16:22,ONT,30.0,1.1,72,1.6
1998-01-28,20:11:08,ONT,27.5,0.7,70,0.4
1984-11-25,11:47:47,LAX,35.0,1.8,44,1.9
2003-01-09,17:49:41,ONT,37.5,0.5,54,2.0
1977-02-21,00:03:59,ONT,50.0,0.7,40,0.3
1985-08-29,13:41:22,ONT,5.0,0.0,94,1.8
1987-06-03,16:56:28,LAX,35.0,0.0,21,1.3
2005-05-05,11:45:27,ONT,20.0,1.0,75,2.0
1975-06-08,01:50:59,ONT,42.5,0.2,39,0.9
2008-05-01,21:49:05,LAX,47.5,0.8,96,2.0
2002-05-01,19:59:08,ONT,10.0,0.0,80,0.9
2014-05-09,17:53:50,ONT,27.5,1.5,83,1.6
2008-08-25,07:43:55,LAX,42.5,0.8,23,1.1
2008-04-23,12:58:39,LAX,45.0,0.0,70,1.8
2016-08-13,07:28:29,ONT,30.0,0.5,33,1.8
1977-05-08,19:37:02,LAX,5.0,0.4,57,1.5
1997-01-15,08:09:28,LAX,40.0,1.9,48,1.8
2023-02-18,03:11:08,ONT,35.0,1.2,66,1.8
1978-06-27,21:39:33,LAX,50.0,0.7,83,0.6
1976-09-15,01:00:54,ONT,25.0,1.5,50,1.3
1974-12-02,09:27:32,ONT,20.0,0.4,91,0.6
2010-07-25,11:45:00,LAX,25.0,0.3,70,1.0
1980-02-13,19:44:07,LAX,47.5,0.5,61,0.4
2003-07-12,16:32:47,ONT,10.0,1.9,59,1.3
2007-06-02,14:35:52,LAX,15.0,1.7,87,1.8
2024-02-03,03:45:44,ONT,22.5,0.3,96,0.9
2004-12-28,13:22:25,LAX,25.0,0.5,31,0.1
1993-07-08,20:34:15,LAX,47.5,0.4,69,2.0
2007-10-19,16:36:04,ONT,35.0,0.6,74,0.0
2021-02-19,15:28:11,LAX,42.5,1.4,100,1.1
2000-03-12,16:31:43,ONT,20.0,1.3,59,0.7
2005-05-16,17:12:07,ONT,5.0,0.4,47,1.6
2000-06-11,00:49:48,LAX,20.0,0.5,60,0.2
1998-01-16,18:13:11,LAX,22.5,1.5,71,1.3
1983-11-08,07:36:37,ONT,15.0,0.3,39,0.1
1983-01-20,14:14:48,LAX,45.0,0.4,60,1.8
1979-06-24,12:04:05,ONT,50.0,0.2,60,0.7
2011-05-30,00:13:28,ONT,15.0,0.6,24,0.0
1974-06-01,08:11:22,ONT,15.0,0.3,43,1.0
2010-12-14,09:17:13,ONT,32.5,0.0,77,1.8
2000-04-30,03:14:50,ONT,7.5,0.0,74,0.2
2008-06-23,08:56:53,ONT,30.0,0.1,98,1.2
1971-05-27,14:12:34,LAX,2.5,1.6,96,2.0
1988-01-14,13:38:06,LAX,20.0,0.0,60,0.8
2017-03-07,14:45:48,ONT,10.0,0.4,33,0.2
2006-06-28,14:54:57,ONT,5.0,1.5,38,0.2
2002-08-15,23:53:58,ONT,25.0,1.6,96,1.1
1988-11-27,00:51:13,LAX,37.5,0.0,76,0.8
2008-02-13,21:57:56,LAX,35.0,0.1,55,0.2
2004-06-08,01:56:27,ONT,2.5,0.9,72,1.0
2012-12-21,06:21:32,LAX,27.5,0.4,41,1.3
1976-08-06,14:28:38,ONT,35.0,1.6,53,1.6
2005-01-23,00:49:29,ONT,5.0,0.7,45,1.6
1983-05-10,04:31:34,LAX,37.5,1.0,62,0.7
2015-11-13,01:52:06,ONT,32.5,0.4,92,1.1
1978-02-13,10:45:52,LAX,17.5,0.7,96,1.5
2012-08-10,20:43:08,ONT,45.0,0.3,22,1.5
1991-03-02,23:02:36,LAX,47.5,0.8,65,1.7
2002-06-23,15:06:40,ONT,40.0,0.5,25,1.0
1997-09-19,02:20:06,LAX,45.0,0.4,84,1.3
1999-01-14,13:40:36,LAX,17.5,0.3,87,0.3
2014-08-03,20:35:51,ONT,25.0,0.9,73,1.5
1980-03-19,18:48:27,LAX,35.0,0.4,61,1.9
2017-06-14,21:41:52,LAX,37.5,1.0,21,0.6
1997-11-22,17:06:04,LAX,30.0,0.3,44,1.0
1979-12-20,19:03:35,ONT,45.0,0.4,83,1.3
2018-06-18,15:41:03,LAX,7.5,1.9,56,0.0
1998-11-01,13:14:35,ONT,35.0,0.2,93,2.0
1997-10-24,06:51:39,LAX,45.0,0.1,49,1.3
2005-11-19,11:45:34,ONT,50.0,1.9,90,0.1
1994-06-23,18:49:33,ONT,42.5,1.5,72,1.5
1987-12-05,13:44:26,ONT,40.0,0.4,44,0.6
2000-09-16,19:05:45,LAX,30.0,0.0,30,0.1
1977-08-14,05:25:12,LAX,15.0,1.0,35,1.1
2006-04-05,18:27:33,ONT,15.0,0.2,60,0.9
1972-02-19,21:32:29,LAX,7.5,0.3,87,1.5
2010-05-11,17:44:31,ONT,2.5,1.9,69,1.0
1973-08-20,06:28:09,LAX,32.5,1.3,41,0.8
1996-12-11,05:41:49,LAX,25.0,0.9,25,0.7
1991-12-14,10:29:32,LAX,35.0,0.9,35,1.3
2002-08-17,11:53:12,LAX,22.5,0.3,97,1.9
1983-09-01,17:22:35,LAX,47.5,0.3,87,0.0
1976-07-16,08:35:11,LAX,27.5,0.5,70,0.7
1991-02-03,05:49:32,ONT,32.5,0.3,89,1.1
1973-09-09,17:07:32,LAX,10.0,1.8,93,1.7
1971-08-31,04:19:18,ONT,5.0,0.8,89,1.7
1972-09-07,03:44:15,ONT,42.5,1.4,72,1.5
1990-02-01,03:55:10,LAX,5.0,0.9,21,1.1
2007-06-14,20:39:56,ONT,25.0,1.0,77,1.0
1976-10-21,09:48:29,LAX,30.0,0.9,83,1.7
1997-08-27,02:49:45,LAX,40.0,1.4,85,1.9
1975-06-15,10:51:57,LAX,22.5,0.1,32,2.0
1994-09-11,20:02:54,ONT,30.0,0.0,65,0.4
1976-12-30,15:03:35,ONT,37.5,0.7,80,1.7
2018-09-20,15:40:11,ONT,30.0,1.8,27,0.7
2017-12-17,07:14:00,LAX,30.0,1.0,52,2.0
1985-05-15,08:37:52,ONT,30.0,0.9,88,1.8
1991-04-25,10:03:21,LAX,15.0,1.5,53,0.0
1983-03-17,10:20:05,LAX,25.0,0.8,22,0.4
2022-03-11,01:15:39,LAX,12.5,0.0,56,1.8
2001-07-09,13:52:01,ONT,20.0,0.9,62,1.7
2024-05-23,08:43:33,ONT,27.5,1.2,80,0.5
2004-11-29,20:23:46,ONT,40.0,0.6,91,1.7
1981-03-16,09:52:21,ONT,37.5,0.8,86,1.5
1999-12-25,17:59:21,LAX,10.0,0.0,54,1.3
2004-10-21,03:53:17,LAX,47.5,0.9,31,0.1
2006-03-22,07:48:15,LAX,12.5,0.1,32,1.2
2021-07-24,13:40:03,ONT,5.0,1.5,77,1.6
2008-08-01,01:16:15,LAX,25.0,1.4,26,0.4
1982-01-02,16:45:48,LAX,17.5,0.9,61,0.0
1990-05-15,07:25:05,LAX,42.5,0.6,67,1.2
2007-01-10,21:45:14,ONT,32.5,0.5,84,1.6
1970-03-09,01:47:49,ONT,40.0,1.7,34,0.2
1983-08-04,03:52:33,LAX,37.5,0.6,88,2.0
2017-03-17,09:34:25,ONT,15.0,1.1,63,1.6
1986-06-20,07:19:19,LAX,47.5,1.6,65,1.5
2015-05-11,07:18:15,LAX,5.0,0.3,70,0.9
2006-01-12,12:51:59,LAX,7.5,0.0,75,0.9
2010-06-05,18:27:53,ONT,47.5,0.5,61,1.5
1971-04-12,03:40:30,ONT,40.0,1.4,64,1.3
2002-09-10,17:04:55,ONT,27.5,1.7,93,1.4
1981-10-15,21:35:53,LAX,37.5,0.8,87,0.5
2007-08-06,09:43:19,LAX,25.0,0.5,80,1.0
2018-09-29,19:16:32,LAX,5.0,1.2,60,0.6
2022-03-24,00:35:32,LAX,47.5,0.2,47,1.9
2009-06-30,21:31:18,LAX,27.5,0.3,60,0.9
1992-05-02,04:23:48,ONT,40.0,0.1,100,1.9
1981-06-13,14:50:08,LAX,50.0,1.3,34,0.1
1991-06-22,05:17:21,ONT,42.5,1.8,43,0.3
1993-07-08,03:29:14,LAX,47.5,0.5,43,0.1
1993-08-14,17:30:59,ONT,37.5,1.8,62,1.8
1991-09-04,22:11:04,ONT,42.5,1.9,34,1.2
1992-09-22,19:01:36,ONT,10.0,1.9,95,1.8
1984-04-18,07:14:52,LAX,42.5,1.4,60,1.0
2003-04-25,10:51:41,LAX,5.0,1.3,82,0.2
2005-12-23,18:29:34,ONT,12.5,0.0,79,1.2
1991-03-18,17:48:51,LAX,47.5,1.3,95,0.4
1977-10-13,08:59:41,ONT,5.0,0.1,97,1.8
1977-11-18,15:13:55,LAX,32.5,0.5,87,0.7
1985-06-23,04:47:55,ONT,7.5,0.0,41,2.0
2006-05-09,12:04:08,ONT,45.0,1.6,73,0.2
2006-08-01,07:32:06,ONT,27.5,1.7,83,1.2
2013-09-16,16:02:04,LAX,15.0,0.9,86,0.4
2021-04-01,04:38:38,LAX,22.5,0.9,41,1.3
2023-10-05,09:44:11,ONT,27.5,0.2,75,0.9
1972-07-13,17:19:04,LAX,42.5,1.6,42,2.0
2009-12-17,13:30:42,LAX,30.0,0.5,59,1.6
1987-01-30,03:27:02,LAX,5.0,0.9,45,0.0
2019-03-18,18:50:09,LAX,37.5,1.2,66,1.4
1992-04-30,19:38:03,LAX,12.5,1.2,89,0.3
1972-01-22,05:48:16,ONT,12.5,0.9,63,0.1
2010-01-01,15:52:50,ONT,50.0,0.6,34,1.5
1985-09-04,22:13:01,ONT,42.5,0.2,73,0.6
1972-03-16,07:49:27,LAX,10.0,0.1,70,1.0
1971-08-24,22:38:18,LAX,42.5,0.9,66,1.2
1987-05-14,02:00:08,ONT,45.0,0.7,68,0.4
2014-03-17,06:57:22,LAX,35.0,1.5,32,0.1
2022-04-04,21:27:48,ONT,35.0,0.2,74,1.8
2011-05-18,16:57:42,ONT,20.0,0.3,52,0.8
1999-07-31,17:07:35,LAX,15.0,1.5,55,0.1
1986-05-10,14:58:29,LAX,32.5,1.6,56,0.2
2013-08-27,08:46:34,LAX,17.5,0.0,80,0.6
2004-03-07,19:42:28,LAX,27.5,0.3,93,0.3
2010-08-29,01:42:10,ONT,32.5,0.6,41,1.3
2022-01-03,13:53:24,LAX,45.0,0.9,83,2.0
1979-05-20,04:54:47,ONT,7.5,0.0,80,0.2
2023-05-31,21:47:32,ONT,2.5,1.4,80,0.2
1976-01-10,12:01:24,LAX,30.0,1.1,43,2.0
