FlightDate,FlightTime,Airport,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,FlightDateTime,ElapsedTime
2024-03-18,09:17:20,ONT,1.75,2.0,0.4,0.8333333333333334,0.7,2024-03-18 09:17:00,6311
2024-12-13,17:15:00,ONT,0.25,3.5,0.2,0.8888888888888888,0.7,2024-12-13 17:15:00,395589
2024-03-17,03:04:38,LAX,1.0,2.75,0.4,0.0555555555555555,0.0,2024-03-17 03:04:00,4498
2025-01-18,13:08:10,LAX,1.5,3.25,0.4,0.0555555555555555,0.1,2025-01-18 13:08:00,447182
2024-11-30,09:50:48,ONT,1.75,2.25,0.4,0.0,0.3,2024-11-30 09:50:00,376424
2025-01-19,18:44:45,LAX,1.0,2.5,0.0,0.0,0.5,2025-01-19 18:44:00,448958
2025-01-19,16:34:02,LAX,1.75,2.25,0.8,0.1666666666666666,0.5,2025-01-19 16:34:00,448828
2024-12-12,23:23:23,ONT,0.75,3.75,0.2,0.2222222222222222,0.5,2024-12-12 23:23:00,394517
2024-12-13,08:28:30,ONT,0.5,2.75,0.2,0.0,1.0,2024-12-13 08:28:00,395062
2024-12-12,19:52:17,ONT,1.25,4.25,0.0,0.0555555555555555,0.8,2024-12-12 19:52:00,394306
2024-03-20,17:46:35,LAX,0.75,3.5,0.4,0.0,0.4,2024-03-20 17:46:00,9700
2024-11-30,08:31:35,ONT,1.25,3.0,0.4,0.5,0.4,2024-11-30 08:31:00,376345
2024-03-16,22:16:11,LAX,1.25,2.25,0.4,0.2222222222222222,0.4,2024-03-16 22:16:00,4210
2025-01-18,05:36:10,LAX,2.0,4.75,0.0,0.8888888888888888,0.5,2025-01-18 05:36:00,446730
2024-03-15,20:49:19,LAX,0.5,2.0,0.6000000000000001,0.8888888888888888,0.0,2024-03-15 20:49:00,2683
2024-11-30,23:26:11,ONT,0.75,2.25,0.6000000000000001,0.1111111111111111,0.4,2024-11-30 23:26:00,377240
2024-11-30,04:30:07,LAX,1.5,4.75,0.4,1.0,0.9,2024-11-30 04:30:00,376104
2025-01-18,14:33:26,LAX,1.75,2.75,0.4,0.7777777777777778,0.8,2025-01-18 14:33:00,447267
2024-11-30,00:10:59,LAX,0.75,4.0,0.4,0.1111111111111111,0.2,2024-11-30 00:10:00,375844
2024-03-15,19:47:49,LAX,1.5,2.75,0.2,0.1666666666666666,0.3,2024-03-15 19:47:00,2621
2024-11-30,12:23:25,ONT,1.75,3.5,0.6000000000000001,0.0,0.5,2024-11-30 12:23:00,376577
2025-01-18,06:01:25,ONT,0.25,3.5,0.2,0.7222222222222222,0.7,2025-01-18 06:01:00,446755
2024-03-16,16:42:35,ONT,0.75,5.0,0.4,0.3333333333333333,0.2,2024-03-16 16:42:00,3876
2025-01-18,08:44:07,ONT,0.75,2.25,0.4,0.0555555555555555,0.0,2025-01-18 08:44:00,446918
2024-11-30,18:22:26,LAX,1.5,3.25,0.4,0.0,0.2,2024-11-30 18:22:00,376936
2024-03-15,18:25:34,ONT,0.25,5.0,0.2,0.1666666666666666,0.8,2024-03-15 18:25:00,2539
2025-01-18,12:27:54,ONT,1.75,4.25,0.4,0.0,0.4,2025-01-18 12:27:00,447141
2024-03-20,14:56:44,LAX,0.75,3.25,0.2,0.1666666666666666,0.6,2024-03-20 14:56:00,9530
2024-12-13,15:56:24,ONT,1.0,3.5,0.2,0.2222222222222222,0.2,2024-12-13 15:56:00,395510
2024-12-11,17:39:02,LAX,0.75,2.5,0.4,0.3333333333333333,0.5,2024-12-11 17:39:00,392733
2024-12-13,17:16:39,LAX,1.0,4.5,0.4,0.6666666666666666,0.8,2024-12-13 17:16:00,395590
2024-03-21,02:07:36,ONT,0.75,3.0,0.2,0.611111111111111,0.5,2024-03-21 02:07:00,10201
2024-11-30,16:38:45,LAX,1.25,3.25,0.4,0.2222222222222222,0.4,2024-11-30 16:38:00,376832
2025-01-18,13:46:06,LAX,2.0,2.25,0.8,0.0555555555555555,0.9,2025-01-18 13:46:00,447220
2025-01-19,01:07:55,ONT,2.0,3.5,0.6000000000000001,0.2222222222222222,0.9,2025-01-19 01:07:00,447901
2024-03-22,03:26:02,LAX,2.0,3.0,0.2,0.0,0.1,2024-03-22 03:26:00,11720
2025-01-18,23:43:39,ONT,2.0,4.25,0.2,0.1666666666666666,0.0,2025-01-18 23:43:00,447817
2024-12-11,10:11:39,ONT,2.0,4.75,0.2,0.4444444444444445,0.8,2024-12-11 10:11:00,392285
2024-12-12,14:12:54,LAX,2.0,4.75,0.4,0.2777777777777778,0.0,2024-12-12 14:12:00,393966
2025-01-19,01:33:25,LAX,1.75,4.5,0.2,0.2777777777777778,0.3,2025-01-19 01:33:00,447927
2024-12-11,20:50:39,ONT,0.25,4.75,0.6000000000000001,0.0,0.1,2024-12-11 20:50:00,392924
2024-11-30,11:21:20,ONT,1.75,4.75,0.6000000000000001,0.2777777777777778,0.9,2024-11-30 11:21:00,376515
2025-01-19,09:58:15,LAX,0.25,4.5,0.4,0.1111111111111111,0.9,2025-01-19 09:58:00,448432
2024-11-30,10:47:34,ONT,1.5,3.0,0.8,0.2222222222222222,0.4,2024-11-30 10:47:00,376481
2024-12-12,22:05:49,ONT,1.75,2.75,0.6000000000000001,0.3333333333333333,0.1,2024-12-12 22:05:00,394439
2024-12-13,18:22:18,LAX,1.0,4.5,0.4,0.8888888888888888,1.0,2024-12-13 18:22:00,395656
2024-03-18,01:57:54,ONT,1.0,2.75,0.2,0.2222222222222222,0.8,2024-03-18 01:57:00,5871
2024-12-11,22:02:15,ONT,1.75,2.5,0.2,0.2777777777777778,0.7,2024-12-11 22:02:00,392996
2025-01-19,01:42:12,LAX,1.5,4.75,0.2,0.7222222222222222,0.9,2025-01-19 01:42:00,447936
2024-11-30,08:35:09,ONT,1.75,2.5,0.6000000000000001,0.4444444444444445,1.0,2024-11-30 08:35:00,376349
2024-12-13,01:29:03,LAX,1.0,3.25,0.8,0.3333333333333333,0.2,2024-12-13 01:29:00,394643
2024-11-30,18:26:42,LAX,1.0,4.0,0.4,0.2777777777777778,0.5,2024-11-30 18:26:00,376940
2024-12-11,00:55:23,ONT,1.5,2.0,0.4,0.7222222222222222,0.0,2024-12-11 00:55:00,391729
2024-11-30,20:27:38,ONT,1.5,2.0,0.2,0.3333333333333333,0.5,2024-11-30 20:27:00,377061
2024-03-15,03:10:20,ONT,1.25,2.75,0.2,0.1111111111111111,0.8,2024-03-15 03:10:00,1624
2024-03-22,00:53:08,LAX,0.5,3.75,0.2,0.0555555555555555,0.7,2024-03-22 00:53:00,11567
2024-03-17,00:44:42,LAX,1.5,4.25,0.4,0.3333333333333333,0.7,2024-03-17 00:44:00,4358
2024-12-13,20:13:04,LAX,1.5,2.75,0.8,0.0,0.6,2024-12-13 20:13:00,395767
2025-01-19,18:32:40,ONT,2.0,2.25,0.6000000000000001,0.1111111111111111,0.2,2025-01-19 18:32:00,448946
2025-01-18,11:51:33,LAX,1.0,4.75,0.2,0.2222222222222222,0.1,2025-01-18 11:51:00,447105
2024-03-19,10:16:45,ONT,2.0,4.75,0.2,0.7777777777777778,0.4,2024-03-19 10:16:00,7810
2024-03-14,09:40:55,LAX,1.75,3.75,0.6000000000000001,0.3333333333333333,0.5,2024-03-14 09:40:00,574
2024-03-15,12:18:27,ONT,0.75,4.75,0.8,1.0,0.6,2024-03-15 12:18:00,2172
2024-11-30,15:00:54,ONT,0.5,2.0,0.4,0.4444444444444445,0.6,2024-11-30 15:00:00,376734
2024-03-16,19:52:28,ONT,0.5,4.75,0.4,0.1666666666666666,0.6,2024-03-16 19:52:00,4066
2025-01-19,16:26:24,LAX,2.0,2.0,0.2,0.0555555555555555,0.7,2025-01-19 16:26:00,448820
2024-11-30,05:09:01,ONT,1.75,2.5,0.2,0.611111111111111,0.2,2024-11-30 05:09:00,376143
2024-11-30,10:29:24,ONT,0.25,3.25,0.2,0.8333333333333334,0.6,2024-11-30 10:29:00,376463
2025-01-18,01:46:50,ONT,2.0,3.0,0.4,0.0555555555555555,0.7,2025-01-18 01:46:00,446500
2024-12-11,22:25:08,ONT,1.5,4.0,0.6000000000000001,0.2777777777777778,0.9,2024-12-11 22:25:00,393019
2024-12-13,03:47:25,ONT,1.75,3.25,0.4,0.611111111111111,0.8,2024-12-13 03:47:00,394781
2024-03-14,20:50:53,LAX,0.75,3.0,0.4,0.3888888888888889,0.3,2024-03-14 20:50:00,1244
2024-03-15,20:56:54,ONT,1.5,2.0,0.4,0.3333333333333333,0.0,2024-03-15 20:56:00,2690
2025-01-19,19:19:33,LAX,0.25,2.5,0.6000000000000001,0.611111111111111,0.4,2025-01-19 19:19:00,448993
2024-03-15,14:37:47,LAX,0.5,2.75,0.4,0.3333333333333333,0.7,2024-03-15 14:37:00,2311
2024-12-13,13:11:34,ONT,1.5,2.25,0.4,0.1111111111111111,1.0,2024-12-13 13:11:00,395345
2024-11-30,21:43:30,ONT,0.25,4.0,0.6000000000000001,0.2777777777777778,0.6,2024-11-30 21:43:00,377137
2024-11-30,22:39:56,LAX,0.5,3.0,0.4,0.3333333333333333,1.0,2024-11-30 22:39:00,377193
2025-01-18,19:54:52,ONT,2.0,2.5,0.4,0.3333333333333333,0.1,2025-01-18 19:54:00,447588
2024-12-12,03:11:15,ONT,2.0,4.5,0.2,0.9444444444444444,0.1,2024-12-12 03:11:00,393305
2025-01-19,13:00:30,ONT,0.75,4.75,0.8,0.1111111111111111,0.5,2025-01-19 13:00:00,448614
2025-01-19,10:13:20,ONT,1.25,2.75,0.2,0.3888888888888889,0.9,2025-01-19 10:13:00,448447
2024-03-22,01:20:42,LAX,0.5,4.75,0.2,0.3333333333333333,1.0,2024-03-22 01:20:00,11594
2024-03-18,21:35:14,LAX,1.0,4.25,0.2,0.3333333333333333,0.1,2024-03-18 21:35:00,7049
2024-03-14,19:57:48,ONT,0.5,2.0,0.2,0.0,0.9,2024-03-14 19:57:00,1191
2024-11-30,06:48:41,LAX,1.75,3.0,0.4,0.0555555555555555,0.2,2024-11-30 06:48:00,376242
2024-11-30,07:26:18,ONT,0.25,4.0,0.2,0.1666666666666666,0.2,2024-11-30 07:26:00,376280
2024-11-30,01:31:41,LAX,2.0,2.5,0.0,0.611111111111111,0.2,2024-11-30 01:31:00,375925
2024-12-11,18:23:18,ONT,1.5,3.0,0.0,0.1111111111111111,0.0,2024-12-11 18:23:00,392777
2024-03-21,00:55:20,ONT,0.75,3.5,0.4,0.2222222222222222,0.6,2024-03-21 00:55:00,10129
2024-11-30,08:24:44,ONT,0.75,4.25,0.4,0.3333333333333333,0.0,2024-11-30 08:24:00,376338
2025-01-19,12:53:56,ONT,1.0,4.75,0.2,0.0,0.8,2025-01-19 12:53:00,448607
2024-11-30,00:43:21,ONT,0.5,4.5,0.6000000000000001,0.0,0.8,2024-11-30 00:43:00,375877
2025-01-18,10:58:59,LAX,1.0,3.75,0.8,0.9444444444444444,1.0,2025-01-18 10:58:00,447052
2025-01-19,16:23:33,LAX,0.25,3.25,0.4,0.0555555555555555,0.1,2025-01-19 16:23:00,448817
2024-12-12,10:29:13,ONT,0.75,2.25,0.2,0.3333333333333333,0.2,2024-12-12 10:29:00,393743
2025-01-18,03:35:01,LAX,1.25,2.75,0.4,0.0555555555555555,0.5,2025-01-18 03:35:00,446609
2025-01-19,22:51:19,LAX,1.5,4.5,0.6000000000000001,0.0555555555555555,1.0,2025-01-19 22:51:00,449205
2024-11-30,19:05:08,ONT,1.25,3.0,0.4,0.1666666666666666,0.8,2024-11-30 19:05:00,376979
2025-01-18,21:31:32,ONT,1.0,2.5,0.4,0.5555555555555556,0.2,2025-01-18 21:31:00,447685
2024-11-30,07:38:00,LAX,1.5,3.0,0.2,0.8333333333333334,0.8,2024-11-30 07:38:00,376292
2024-11-30,12:39:52,LAX,0.75,3.75,0.4,0.3333333333333333,0.7,2024-11-30 12:39:00,376593
2025-01-18,08:13:34,LAX,0.75,4.25,0.4,0.0,0.2,2025-01-18 08:13:00,446887
2024-11-30,19:20:30,LAX,1.5,2.75,0.4,0.2222222222222222,0.2,2024-11-30 19:20:00,376994
2024-12-13,10:48:48,ONT,0.5,2.75,0.4,0.3333333333333333,0.3,2024-12-13 10:48:00,395202
2024-03-22,04:07:27,LAX,1.0,2.5,0.6000000000000001,0.3333333333333333,0.9,2024-03-22 04:07:00,11761
2024-03-22,23:36:23,LAX,1.5,3.5,0.8,0.2777777777777778,0.8,2024-03-22 23:36:00,12930
2024-11-30,13:47:41,LAX,0.75,2.0,0.4,0.5555555555555556,0.1,2024-11-30 13:47:00,376661
2024-12-11,19:01:50,ONT,2.0,3.25,0.4,0.2777777777777778,0.1,2024-12-11 19:01:00,392815
2024-03-19,19:18:15,ONT,0.75,2.75,0.6000000000000001,0.1666666666666666,0.0,2024-03-19 19:18:00,8352
2025-01-19,05:04:01,LAX,1.0,2.0,0.2,0.1111111111111111,0.4,2025-01-19 05:04:00,448138
2024-12-13,15:18:06,ONT,0.5,4.25,0.2,0.8333333333333334,0.7,2024-12-13 15:18:00,395472
2025-01-19,05:34:14,LAX,2.0,2.25,0.6000000000000001,0.3333333333333333,0.8,2025-01-19 05:34:00,448168
2025-01-18,15:48:53,LAX,0.5,2.0,0.6000000000000001,0.8888888888888888,0.4,2025-01-18 15:48:00,447342
2024-12-11,05:10:33,ONT,0.25,2.25,0.4,0.1666666666666666,0.1,2024-12-11 05:10:00,391984
2024-11-30,04:08:17,LAX,0.25,4.25,0.4,0.3333333333333333,0.2,2024-11-30 04:08:00,376082
2024-03-16,14:12:36,ONT,0.5,2.75,0.4,0.1666666666666666,0.2,2024-03-16 14:12:00,3726
2025-01-19,09:04:14,LAX,0.75,3.5,0.4,0.0555555555555555,0.1,2025-01-19 09:04:00,448378
2024-11-30,10:27:32,LAX,1.0,2.5,0.8,0.2777777777777778,0.1,2024-11-30 10:27:00,376461
2024-03-19,18:20:32,ONT,2.0,5.0,0.4,0.0,0.7,2024-03-19 18:20:00,8294
2025-01-18,01:36:55,LAX,0.5,2.25,0.6000000000000001,0.0,0.3,2025-01-18 01:36:00,446490
2024-11-30,11:22:13,LAX,0.25,2.25,0.8,0.0,1.0,2024-11-30 11:22:00,376516
2024-11-30,19:51:48,LAX,1.5,4.5,0.4,0.2222222222222222,0.0,2024-11-30 19:51:00,377025
2024-03-14,14:05:28,LAX,1.0,4.25,0.6000000000000001,0.0555555555555555,0.4,2024-03-14 14:05:00,839
2024-03-22,07:43:16,ONT,1.0,3.5,0.2,0.0555555555555555,0.4,2024-03-22 07:43:00,11977
2024-12-13,21:43:54,LAX,2.0,4.5,0.2,1.0,0.1,2024-12-13 21:43:00,395857
2024-03-16,22:52:10,LAX,0.75,5.0,0.2,0.4444444444444445,0.9,2024-03-16 22:52:00,4246
2024-11-30,20:52:12,LAX,1.25,2.0,0.8,0.8888888888888888,0.3,2024-11-30 20:52:00,377086
2025-01-18,07:58:16,LAX,1.5,2.0,0.4,0.1111111111111111,0.5,2025-01-18 07:58:00,446872
2025-01-18,19:09:07,LAX,1.25,3.5,0.4,0.3333333333333333,0.2,2025-01-18 19:09:00,447543
2024-03-18,16:10:42,ONT,1.5,4.75,0.6000000000000001,0.3333333333333333,0.5,2024-03-18 16:10:00,6724
2024-12-13,07:26:29,LAX,1.0,4.75,0.6000000000000001,0.2222222222222222,0.8,2024-12-13 07:26:00,395000
2024-11-30,14:05:15,LAX,2.0,2.0,0.4,0.5,0.9,2024-11-30 14:05:00,376679
2024-12-11,06:50:33,LAX,0.75,3.0,0.4,0.1111111111111111,0.9,2024-12-11 06:50:00,392084
2025-01-18,08:35:57,ONT,1.75,3.0,0.8,0.4444444444444445,0.9,2025-01-18 08:35:00,446909
2025-01-18,14:07:28,LAX,1.25,2.25,0.6000000000000001,1.0,0.3,2025-01-18 14:07:00,447241
2024-03-20,14:18:12,LAX,0.75,3.75,0.2,0.6666666666666666,0.2,2024-03-20 14:18:00,9492
2024-12-13,09:08:59,ONT,0.75,3.75,0.8,0.1666666666666666,0.1,2024-12-13 09:08:00,395102
2024-03-22,02:49:48,LAX,0.75,4.25,0.4,0.1666666666666666,0.8,2024-03-22 02:49:00,11683
2025-01-19,07:49:43,ONT,1.75,4.25,0.4,0.0555555555555555,0.5,2025-01-19 07:49:00,448303
2024-12-13,13:33:41,LAX,1.25,4.0,1.0,0.0,0.7,2024-12-13 13:33:00,395367
2024-03-18,09:12:03,ONT,1.25,2.5,0.4,0.8888888888888888,0.2,2024-03-18 09:12:00,6306
2024-03-16,18:40:16,LAX,1.25,2.0,0.2,0.0,0.6,2024-03-16 18:40:00,3994
2024-11-30,18:56:54,ONT,1.75,3.75,0.0,0.3333333333333333,0.3,2024-11-30 18:56:00,376970
2024-12-11,01:11:12,ONT,1.75,5.0,0.6000000000000001,0.0,0.5,2024-12-11 01:11:00,391745
2025-01-19,02:53:04,ONT,1.5,3.25,0.0,0.3333333333333333,0.1,2025-01-19 02:53:00,448007
2024-12-13,22:17:27,LAX,1.25,3.75,0.4,0.4444444444444445,0.7,2024-12-13 22:17:00,395891
2024-03-20,19:14:54,ONT,1.75,2.0,0.4,0.2222222222222222,0.4,2024-03-20 19:14:00,9788
2024-11-30,08:27:59,LAX,0.5,2.0,0.4,0.3333333333333333,0.0,2024-11-30 08:27:00,376341
2024-03-15,18:52:40,LAX,0.5,3.75,0.4,0.3333333333333333,0.7,2024-03-15 18:52:00,2566
2024-03-19,18:17:28,ONT,0.75,3.5,0.4,0.2222222222222222,0.4,2024-03-19 18:17:00,8291
2024-03-22,13:59:29,LAX,1.5,3.75,0.4,0.2222222222222222,0.4,2024-03-22 13:59:00,12353
2025-01-19,01:18:25,LAX,1.5,4.75,0.2,0.0,0.3,2025-01-19 01:18:00,447912
2024-11-30,06:37:41,LAX,1.75,3.75,0.2,0.0,0.4,2024-11-30 06:37:00,376231
2024-12-13,15:57:34,LAX,1.5,2.25,0.2,0.5555555555555556,0.1,2024-12-13 15:57:00,395511
2025-01-19,10:59:57,ONT,2.0,3.0,0.4,0.1666666666666666,0.7,2025-01-19 10:59:00,448493
2025-01-19,00:34:11,LAX,1.0,2.0,0.2,0.1666666666666666,0.0,2025-01-19 00:34:00,447868
2024-12-12,23:59:05,ONT,1.5,3.75,0.4,0.1666666666666666,0.1,2024-12-12 23:59:00,394553
2024-12-12,23:06:15,ONT,0.25,2.75,0.4,0.0,0.8,2024-12-12 23:06:00,394500
2024-11-30,10:04:55,LAX,1.0,4.25,0.2,0.3333333333333333,0.1,2024-11-30 10:04:00,376438
2024-03-18,05:47:21,ONT,1.75,3.5,0.6000000000000001,0.0555555555555555,0.6,2024-03-18 05:47:00,6101
2024-11-30,09:30:26,ONT,0.5,4.0,0.6000000000000001,0.0555555555555555,0.9,2024-11-30 09:30:00,376404
2024-11-30,01:27:31,LAX,0.25,2.0,0.8,0.6666666666666666,0.2,2024-11-30 01:27:00,375921
2024-03-18,13:49:41,ONT,0.5,3.0,0.4,0.8888888888888888,0.3,2024-03-18 13:49:00,6583
2024-11-30,06:29:08,LAX,0.5,2.0,0.4,0.1666666666666666,0.9,2024-11-30 06:29:00,376223
2024-12-13,01:55:34,LAX,1.25,2.0,0.2,0.2777777777777778,0.3,2024-12-13 01:55:00,394669
2024-12-11,15:07:00,LAX,0.5,4.75,0.4,0.2777777777777778,0.7,2024-12-11 15:07:00,392581
2024-03-21,18:36:43,LAX,1.5,2.75,0.4,0.2777777777777778,0.9,2024-03-21 18:36:00,11190
2024-03-18,20:19:09,ONT,0.75,2.0,0.0,0.2222222222222222,1.0,2024-03-18 20:19:00,6973
2024-11-30,12:00:09,ONT,2.0,3.5,0.2,0.7777777777777778,0.7,2024-11-30 12:00:00,376554
2024-03-20,20:44:36,LAX,0.5,2.75,0.0,0.1666666666666666,0.7,2024-03-20 20:44:00,9878
2024-03-19,06:23:04,ONT,1.75,4.25,0.4,0.1111111111111111,0.2,2024-03-19 06:23:00,7577
2024-12-11,15:30:12,ONT,1.75,2.25,0.6000000000000001,0.1666666666666666,0.1,2024-12-11 15:30:00,392604
2025-01-18,05:55:10,LAX,2.0,3.75,0.6000000000000001,0.0555555555555555,0.7,2025-01-18 05:55:00,446749
2024-12-11,15:44:06,LAX,1.5,3.5,0.6000000000000001,0.2777777777777778,0.2,2024-12-11 15:44:00,392618
2024-12-13,19:59:12,LAX,2.0,5.0,0.4,0.2777777777777778,0.0,2024-12-13 19:59:00,395753
2024-11-30,10:44:28,LAX,1.75,4.5,0.2,0.0555555555555555,0.7,2024-11-30 10:44:00,376478
2024-03-21,17:11:00,LAX,2.0,4.0,0.8,0.3888888888888889,0.6,2024-03-21 17:11:00,11105
2024-03-15,22:58:02,ONT,0.25,2.5,0.2,0.2777777777777778,0.5,2024-03-15 22:58:00,2812
2024-03-21,09:14:48,ONT,0.5,4.0,0.0,1.0,0.9,2024-03-21 09:14:00,10628
2024-11-30,02:35:46,LAX,1.5,4.5,0.4,0.2222222222222222,0.1,2024-11-30 02:35:00,375989
2024-12-13,00:51:06,LAX,0.5,2.25,0.6000000000000001,0.3333333333333333,0.7,2024-12-13 00:51:00,394605
2024-12-11,09:59:52,LAX,0.5,4.0,0.2,0.5555555555555556,0.3,2024-12-11 09:59:00,392273
2025-01-19,17:48:02,LAX,0.75,5.0,0.4,0.1111111111111111,0.7,2025-01-19 17:48:00,448902
2025-01-19,14:42:57,ONT,1.5,3.75,0.6000000000000001,0.7777777777777778,0.4,2025-01-19 14:42:00,448716
2024-11-30,04:47:51,LAX,0.25,3.0,0.2,0.1666666666666666,0.8,2024-11-30 04:47:00,376121
2025-01-19,02:15:50,ONT,2.0,4.5,0.2,0.3333333333333333,0.0,2025-01-19 02:15:00,447969
2024-11-30,09:52:02,LAX,1.75,4.25,0.4,0.2222222222222222,0.6,2024-11-30 09:52:00,376426
2024-12-12,19:37:48,LAX,0.5,2.5,0.4,0.1666666666666666,0.6,2024-12-12 19:37:00,394291
2024-11-30,02:34:15,LAX,1.75,4.0,0.4,0.4444444444444445,0.0,2024-11-30 02:34:00,375988
2024-03-22,15:45:06,ONT,2.0,4.5,0.2,0.1111111111111111,0.8,2024-03-22 15:45:00,12459
2024-03-22,19:51:16,ONT,1.0,4.75,0.4,0.3333333333333333,0.4,2024-03-22 19:51:00,12705
2025-01-19,17:21:43,ONT,0.5,3.25,0.6000000000000001,0.1666666666666666,0.7,2025-01-19 17:21:00,448875
2025-01-19,18:11:15,LAX,2.0,3.0,0.4,0.3333333333333333,0.4,2025-01-19 18:11:00,448925
2024-11-30,19:50:55,ONT,1.75,3.25,0.6000000000000001,0.1666666666666666,0.1,2024-11-30 19:50:00,377024
2024-11-30,01:36:49,LAX,1.25,4.5,0.4,0.2222222222222222,0.7,2024-11-30 01:36:00,375930
2024-12-12,09:34:50,ONT,1.75,3.5,0.6000000000000001,0.2777777777777778,0.8,2024-12-12 09:34:00,393688
2025-01-19,03:07:06,ONT,0.25,3.0,0.2,0.1111111111111111,0.7,2025-01-19 03:07:00,448021
2024-03-14,22:08:31,LAX,2.0,2.0,0.6000000000000001,0.1111111111111111,0.8,2024-03-14 22:08:00,1322
2025-01-19,12:08:35,ONT,0.75,2.5,0.2,0.611111111111111,0.4,2025-01-19 12:08:00,448562
2025-01-19,04:41:00,ONT,1.25,4.0,0.4,0.0,0.6,2025-01-19 04:41:00,448115
2024-03-17,15:25:47,ONT,1.75,4.0,0.2,0.0555555555555555,0.5,2024-03-17 15:25:00,5239
2024-11-30,01:09:03,ONT,0.75,3.0,0.4,0.0555555555555555,0.0,2024-11-30 01:09:00,375903
2024-03-15,04:08:00,LAX,1.75,2.0,0.4,0.0,0.0,2024-03-15 04:08:00,1682
2025-01-19,14:22:40,ONT,0.5,2.75,0.2,0.3888888888888889,0.5,2025-01-19 14:22:00,448696
2025-01-19,04:51:48,ONT,0.75,2.75,0.0,0.0,1.0,2025-01-19 04:51:00,448125
2024-12-12,13:50:03,LAX,2.0,4.75,0.0,0.0,0.1,2024-12-12 13:50:00,393944
2024-03-18,20:16:35,LAX,1.0,2.0,0.2,0.611111111111111,0.5,2024-03-18 20:16:00,6970
2025-01-18,11:27:46,ONT,1.5,5.0,0.4,0.3333333333333333,0.0,2025-01-18 11:27:00,447081
2024-12-12,06:37:17,ONT,1.25,5.0,0.8,0.0555555555555555,0.3,2024-12-12 06:37:00,393511
2025-01-18,02:46:37,LAX,0.5,3.5,0.4,0.0,0.9,2025-01-18 02:46:00,446560
2024-11-30,04:47:20,ONT,1.25,2.0,0.6000000000000001,0.6666666666666666,0.1,2024-11-30 04:47:00,376121
2024-03-16,22:39:32,LAX,2.0,5.0,0.4,0.2777777777777778,0.5,2024-03-16 22:39:00,4233
2024-03-17,00:37:10,LAX,1.25,4.25,0.2,0.3333333333333333,0.8,2024-03-17 00:37:00,4351
2024-03-21,14:59:01,LAX,1.75,3.75,0.0,0.4444444444444445,0.7,2024-03-21 14:59:00,10973
2024-03-20,07:15:31,ONT,0.5,3.75,0.2,0.2222222222222222,0.9,2024-03-20 07:15:00,9069
2024-11-30,03:24:03,LAX,1.5,4.25,0.6000000000000001,0.1666666666666666,0.4,2024-11-30 03:24:00,376038
2025-01-19,16:33:20,ONT,1.75,4.25,0.4,0.2222222222222222,0.7,2025-01-19 16:33:00,448827
2024-12-12,05:08:30,ONT,2.0,3.0,0.4,0.6666666666666666,0.5,2024-12-12 05:08:00,393422
2024-03-17,12:36:25,LAX,1.5,3.25,0.4,0.1111111111111111,0.6,2024-03-17 12:36:00,5070
2025-01-19,22:08:04,LAX,0.5,4.25,0.4,0.2222222222222222,0.1,2025-01-19 22:08:00,449162
2024-03-16,12:23:46,LAX,2.0,3.25,0.0,0.1666666666666666,1.0,2024-03-16 12:23:00,3617
2024-03-20,21:03:33,ONT,0.5,2.25,0.2,0.1666666666666666,0.7,2024-03-20 21:03:00,9897
2024-11-30,13:00:29,LAX,1.75,2.75,0.2,0.0555555555555555,1.0,2024-11-30 13:00:00,376614
2024-12-11,17:21:07,LAX,0.5,4.0,0.0,0.1111111111111111,0.9,2024-12-11 17:21:00,392715
2024-12-11,19:14:39,LAX,1.75,3.75,0.4,0.0,0.6,2024-12-11 19:14:00,392828
2025-01-18,05:26:49,LAX,1.25,4.0,0.4,0.5555555555555556,1.0,2025-01-18 05:26:00,446720
2024-12-11,11:10:46,LAX,1.25,3.5,0.4,0.8888888888888888,0.3,2024-12-11 11:10:00,392344
2024-11-30,22:25:11,ONT,1.75,3.75,0.4,0.1111111111111111,0.0,2024-11-30 22:25:00,377179
2024-12-13,10:13:59,ONT,0.75,2.0,0.6000000000000001,0.5555555555555556,0.6,2024-12-13 10:13:00,395167
2024-03-15,16:48:21,ONT,1.5,3.75,0.4,0.611111111111111,0.9,2024-03-15 16:48:00,2442
2025-01-18,21:01:18,ONT,1.25,5.0,0.8,0.0555555555555555,0.9,2025-01-18 21:01:00,447655
2024-12-11,23:59:01,LAX,1.75,2.5,0.0,0.3333333333333333,0.5,2024-12-11 23:59:00,393113
2025-01-19,20:37:32,ONT,1.75,3.5,0.4,0.8888888888888888,0.9,2025-01-19 20:37:00,449071
2024-11-30,14:21:10,ONT,1.5,4.75,0.2,0.0,0.6,2024-11-30 14:21:00,376695
2024-11-30,10:45:22,ONT,1.5,2.75,0.8,0.3333333333333333,0.1,2024-11-30 10:45:00,376479
2025-01-18,01:09:51,LAX,0.75,2.25,0.4,0.1111111111111111,0.8,2025-01-18 01:09:00,446463
2024-12-12,10:19:32,ONT,1.75,3.75,0.6000000000000001,0.1666666666666666,1.0,2024-12-12 10:19:00,393733
2024-11-30,05:52:10,ONT,0.75,5.0,0.2,0.0,0.3,2024-11-30 05:52:00,376186
2024-03-21,13:43:16,LAX,0.5,2.25,0.4,0.2777777777777778,0.4,2024-03-21 13:43:00,10897
