latitude,longitude,datetime_sin,datetime_cos,ElapsedTime,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,cluster,Cluster,BagNumber_actual,ClusterBagSum
0.0,0.0,100.16070548327284,124.91435055072571,124.48834005159452,0.7142857142857142,0.8333333333333334,0.4,0.1111111111111111,0.3,1,172,0.4,4.800000000000001
0.0,0.0,0.6213990066461874,2.1817485447689626,104.76397424283232,0.0,0.3333333333333333,0.6000000000000001,0.611111111111111,0.3,0,483,0.6000000000000001,4.800000000000001
0.0,0.0,19.116895739718565,51.63775387132091,109.64769750240946,0.2857142857142857,0.9166666666666666,0.6000000000000001,0.1666666666666666,1.0,3,484,0.6000000000000001,4.800000000000001
0.0,0.0,98.96142390153445,124.83532814121293,124.2905204630592,0.2857142857142857,0.4999999999999999,0.4,0.1111111111111111,0.9,1,173,0.4,4.800000000000001
8.0,8.0,0.8840163187603376,3.08946566860135,104.84605128730192,0.5714285714285714,0.0833333333333333,0.2,0.6666666666666666,0.3,0,797,0.2,4.800000000000001
8.0,8.0,101.14431688435386,124.96004665296354,124.650546549648,0.8571428571428572,0.8333333333333334,0.2,0.3333333333333333,0.4,1,189,0.2,4.800000000000001
0.0,0.0,99.8891070879626,124.89869830024303,124.44354546122293,1.0,1.0,0.6000000000000001,0.2777777777777778,0.6,1,49,0.6000000000000001,4.800000000000001
0.0,0.0,114.54377609279156,123.86593156522864,1.8624533412869124,0.7142857142857142,0.7499999999999999,0.4,0.3333333333333333,0.1,2,355,0.4,4.800000000000001
8.0,8.0,102.31706827796845,124.9920290781678,124.84391450187304,0.4285714285714285,1.0,0.8,0.2222222222222222,0.7,1,29,0.8,4.800000000000001
0.0,0.0,108.07709372739906,124.79387485145082,0.7937823995655124,0.5714285714285714,0.6666666666666666,0.4,0.0,0.8,2,353,0.4,4.800000000000001
0.0,0.0,0.339382402587275,1.1975755189627375,104.67521974389739,1.0,1.0,0.4,0.0,0.8,0,736,0.4,4.800000000000001
8.0,8.0,0.39668060492101,1.3983312430928474,104.69330451640761,0.8571428571428572,0.0833333333333333,0.6000000000000001,0.3888888888888889,0.7,0,484,0.6000000000000001,4.800000000000001
0.0,0.0,19.94316578185504,53.346863182376026,109.83689204559369,0.1428571428571428,0.0833333333333333,0.2,0.3333333333333333,1.0,3,796,0.2,4.800000000000001
0.0,0.0,17.123665724167935,47.377221366324946,109.18389264433873,0.0,0.0833333333333333,0.6000000000000001,0.0,0.1,3,483,0.6000000000000001,4.800000000000001
0.0,0.0,17.02681775060295,47.16508235888509,109.1610780082489,0.5714285714285714,0.8333333333333334,0.4,0.3333333333333333,0.1,3,736,0.4,4.800000000000001
0.0,0.0,99.7069263631235,124.88746313470658,124.41349691612896,1.0,0.4999999999999999,0.6000000000000001,0.8888888888888888,0.2,1,55,0.6000000000000001,4.800000000000001
8.0,8.0,17.24429324045584,47.64076869259452,109.2122718258164,0.8571428571428572,0.8333333333333334,0.4,0.2777777777777778,0.1,3,737,0.4,4.800000000000001
0.0,0.0,0.40020942510624996,1.4106817890491974,104.6944174254852,0.5714285714285714,0.3333333333333333,0.2,0.1666666666666666,0.1,0,796,0.2,4.800000000000001
8.0,8.0,0.9680640817442125,3.3782149133649,104.87220465062448,0.5714285714285714,0.4999999999999999,0.4,0.2777777777777778,0.2,0,737,0.4,4.800000000000001
0.0,0.0,100.26698747469385,124.9201180512101,124.50586836956595,0.8571428571428572,1.0,0.4,0.8888888888888888,1.0,1,176,0.4,4.800000000000001
0.0,0.0,0.7066693671146,2.4773963796881,104.7906840606936,0.7142857142857142,0.0,0.2,0.0,0.6,0,796,0.2,4.800000000000001
8.0,8.0,113.90011403687758,123.99190962256107,1.7558922971111,0.8571428571428572,0.0,0.4,0.8333333333333334,0.7,2,353,0.4,4.800000000000001
8.0,8.0,20.943396059338436,55.37294635890903,110.06364727014531,0.0,0.4999999999999999,0.2,0.8888888888888888,0.7,3,796,0.2,4.800000000000001
0.0,0.0,110.84939379423025,124.48775144690083,1.2514662577096725,0.4285714285714285,0.25,0.4,0.0555555555555555,0.0,2,353,0.4,4.800000000000001
0.0,0.0,99.7356024312306,124.8892707976112,124.41822677970855,0.7142857142857142,0.4166666666666666,0.4,0.0555555555555555,0.1,1,173,0.4,4.800000000000001
8.0,8.0,0.5177259203546996,1.8210959437206744,104.73142165231386,0.8571428571428572,0.0833333333333333,0.4,0.0,0.3,0,735,0.4,4.800000000000001
0.0,0.0,102.73219879763046,124.99748692493745,124.9123584101426,0.4285714285714285,0.1666666666666666,0.0,0.0,0.5,1,207,0.0,4.6000000000000005
0.0,0.0,102.512819784896,124.99498462194126,124.8761888651221,0.8571428571428572,0.0833333333333333,0.8,0.1666666666666666,0.5,1,32,0.8,4.800000000000001
8.0,8.0,19.629994468335088,52.702903643821685,109.7653876373608,0.2857142857142857,0.5833333333333334,0.2,0.2222222222222222,0.5,3,796,0.2,4.800000000000001
8.0,8.0,20.295391369373412,54.065622892776716,109.91702149917758,0.1428571428571428,0.25,0.2,0.0,1.0,3,797,0.2,4.800000000000001
8.0,8.0,19.373684625843524,52.17240214276725,109.70668168351985,0.5714285714285714,0.7499999999999999,0.0,0.0555555555555555,0.8,3,841,0.0,2.8000000000000003
0.0,0.0,119.58289926191605,122.62062768372617,2.698804513068888,0.2857142857142857,0.4999999999999999,0.4,0.0,0.4,2,353,0.4,4.800000000000001
8.0,8.0,0.44787999904163756,1.5773726732994875,104.70944169803217,0.5714285714285714,0.3333333333333333,0.4,0.5,0.4,0,735,0.4,4.800000000000001
0.0,0.0,110.36427904790109,124.55123003485164,1.171336804125772,0.5714285714285714,0.0833333333333333,0.4,0.2222222222222222,0.4,2,353,0.4,4.800000000000001
0.0,0.0,98.97322929561432,124.83623088594753,124.29246805394496,1.0,0.9166666666666666,0.0,0.8888888888888888,0.5,1,207,0.0,4.6000000000000005
0.0,0.0,107.79042438523285,124.81770471095706,0.746483763769462,0.1428571428571428,0.0,0.6000000000000001,0.8888888888888888,0.0,2,269,0.6000000000000001,4.800000000000001
8.0,8.0,1.2464949640590874,4.328787971343887,104.9584551041349,0.2857142857142857,0.0833333333333333,0.6000000000000001,0.1111111111111111,0.4,0,483,0.6000000000000001,4.800000000000001
0.0,0.0,0.2355815108447875,0.8328413079388125,104.64238892610953,0.7142857142857142,0.9166666666666666,0.4,1.0,0.9,0,733,0.4,4.800000000000001
0.0,0.0,99.8789857307739,124.8980896182541,124.4418760976066,0.8571428571428572,0.25,0.4,0.7777777777777778,0.8,1,173,0.4,4.800000000000001
0.0,0.0,0.007858297324135,0.0278953055846375,104.5700498360685,0.2857142857142857,0.6666666666666666,0.4,0.1111111111111111,0.2,0,734,0.4,4.800000000000001
0.0,0.0,107.68586793701115,124.82603155967155,0.729233673067375,0.7142857142857142,0.25,0.2,0.1666666666666666,0.3,2,410,0.2,4.800000000000001
8.0,8.0,0.6533537185617,2.292645274644112,104.7739904245303,0.8571428571428572,0.4999999999999999,0.6000000000000001,0.0,0.5,0,482,0.6000000000000001,4.800000000000001
8.0,8.0,99.01539175220651,124.83943472537662,124.29942373567965,0.0,0.4999999999999999,0.2,0.7222222222222222,0.7,1,189,0.2,4.800000000000001
8.0,8.0,109.80153696490164,124.61959497392175,1.07840889615,0.2857142857142857,1.0,0.4,0.3333333333333333,0.2,2,353,0.4,4.800000000000001
8.0,8.0,99.29030346816064,124.8595480994255,124.34477478059001,0.2857142857142857,0.0833333333333333,0.4,0.0555555555555555,0.0,1,171,0.4,4.800000000000001
0.0,0.0,0.97343483641395,3.3966376615400753,104.8738740142408,0.7142857142857142,0.4166666666666666,0.4,0.0,0.2,0,734,0.4,4.800000000000001
8.0,8.0,107.54757850886932,124.8367456263955,0.7064190369775125,0.0,1.0,0.2,0.1666666666666666,0.8,2,410,0.2,4.800000000000001
8.0,8.0,99.66644284491593,124.88488622902841,124.40681946166363,0.8571428571428572,0.7499999999999999,0.4,0.0,0.4,1,176,0.4,4.800000000000001
0.0,0.0,119.29860475376655,122.70317511753834,2.6515058772728373,0.2857142857142857,0.4166666666666666,0.2,0.1666666666666666,0.6,2,410,0.2,4.800000000000001
8.0,8.0,20.845971056123066,55.17762553210157,110.04166731586365,0.4285714285714285,0.4999999999999999,0.2,0.2222222222222222,0.2,3,797,0.2,4.800000000000001
0.0,0.0,17.486073145875423,48.16675404333832,109.26903018877162,0.2857142857142857,0.1666666666666666,0.4,0.3333333333333333,0.5,3,759,0.4,4.800000000000001
0.0,0.0,20.944629931508672,55.37541729349967,110.06392549741474,0.4285714285714285,0.8333333333333334,0.4,0.6666666666666666,0.8,3,734,0.4,4.800000000000001
8.0,8.0,120.42018934185259,122.3689213380937,2.83819637503255,0.2857142857142857,0.3333333333333333,0.2,0.611111111111111,0.5,2,410,0.2,4.800000000000001
0.0,0.0,0.88044374190551,3.077173208386375,104.84493837822438,0.5714285714285714,0.4166666666666666,0.4,0.2222222222222222,0.4,0,734,0.4,4.800000000000001
0.0,0.0,99.7997025962909,124.89325854476039,124.42879941594533,1.0,0.0833333333333333,0.8,0.0555555555555555,0.9,1,34,0.8,4.6000000000000005
8.0,8.0,100.94859358636391,124.9523261798625,124.61827218639891,1.0,0.4999999999999999,0.6000000000000001,0.2222222222222222,0.9,1,56,0.6000000000000001,4.800000000000001
0.0,0.0,122.95348138055571,121.52889486926155,3.2608235972337503,1.0,0.3333333333333333,0.2,0.0,0.1,2,410,0.2,4.800000000000001
8.0,8.0,100.8068666964114,124.9463100747474,124.59490109577027,1.0,0.7499999999999999,0.2,0.1666666666666666,0.0,1,189,0.2,4.800000000000001
8.0,8.0,16.956025225024053,47.00970774438245,109.1443843720856,1.0,0.9166666666666666,0.2,0.4444444444444445,0.8,3,802,0.2,4.800000000000001
0.0,0.0,18.962211375176313,51.314157060014544,109.61208441192774,1.0,0.9166666666666666,0.4,0.2777777777777778,0.0,3,735,0.4,4.800000000000001
0.0,0.0,100.99246208990823,124.95411588591469,124.62550609540304,0.8571428571428572,0.8333333333333334,0.2,0.2777777777777778,0.3,1,190,0.2,4.800000000000001
8.0,8.0,17.71307841507605,48.65787687856948,109.32217159722485,0.0,0.9166666666666666,0.6000000000000001,0.0,0.1,3,486,0.6000000000000001,4.800000000000001
8.0,8.0,0.5983367839614375,2.101634994629275,104.75674033382823,0.8571428571428572,0.9166666666666666,0.6000000000000001,0.2777777777777778,0.9,0,482,0.6000000000000001,4.800000000000001
0.0,0.0,101.84457590630953,124.98208684678528,124.76601086644425,0.0,0.8333333333333334,0.4,0.1111111111111111,0.9,1,179,0.4,4.800000000000001
8.0,8.0,0.568198974813775,1.9968439737929,104.747280606669,0.7142857142857142,0.3333333333333333,0.8,0.2222222222222222,0.4,0,475,0.8,4.800000000000001
8.0,8.0,19.535159892405073,52.50698323576877,109.74368591034852,0.8571428571428572,0.25,0.6000000000000001,0.3333333333333333,0.1,3,481,0.6000000000000001,4.800000000000001
0.0,0.0,21.02610108143645,55.538417065597336,110.08228849719438,0.4285714285714285,0.8333333333333334,0.4,0.8888888888888888,1.0,3,734,0.4,4.800000000000001
8.0,8.0,113.16028340192335,124.12750044187493,1.6334722985801495,0.4285714285714285,0.25,0.2,0.2222222222222222,0.8,2,413,0.2,4.800000000000001
8.0,8.0,17.79880959332261,48.84267415485985,109.34220396062085,0.8571428571428572,0.1666666666666666,0.2,0.2777777777777778,0.7,3,807,0.2,4.800000000000001
0.0,0.0,101.00764741139726,124.95472742294474,124.62801014082751,0.7142857142857142,0.9166666666666666,0.2,0.7222222222222222,0.9,1,190,0.2,4.800000000000001
8.0,8.0,0.4514134856921475,1.5897170717105624,104.71055460710971,0.8571428571428572,0.1666666666666666,0.6000000000000001,0.4444444444444445,1.0,0,481,0.6000000000000001,4.800000000000001
0.0,0.0,19.78339896281374,53.01892108048588,109.80044427330378,0.4285714285714285,0.4166666666666666,0.8,0.3333333333333333,0.2,3,468,0.8,4.800000000000001
0.0,0.0,0.9770157396618374,3.4089189562614597,104.87498692331832,0.4285714285714285,0.6666666666666666,0.4,0.2777777777777778,0.5,0,740,0.4,4.800000000000001
8.0,8.0,16.302911781526785,45.5638551270153,108.98969001030554,0.7142857142857142,0.0,0.4,0.7222222222222222,0.0,3,740,0.4,4.800000000000001
8.0,8.0,1.0854893059998498,3.7802247207387376,104.9086524229144,0.7142857142857142,0.0,0.2,0.3333333333333333,0.5,0,807,0.2,4.800000000000001
8.0,8.0,106.00413047829161,124.93320584862788,0.4518410854869875,0.5714285714285714,0.25,0.2,0.1111111111111111,0.8,2,411,0.2,4.800000000000001
0.0,0.0,122.6987011145264,121.61873470791411,3.2182548250172998,0.1428571428571428,0.5833333333333334,0.2,0.0555555555555555,0.7,2,413,0.2,4.800000000000001
0.0,0.0,110.61358900952571,124.51913289748296,1.212514439995275,0.7142857142857142,0.7499999999999999,0.4,0.3333333333333333,0.7,2,353,0.4,4.800000000000001
0.0,0.0,21.16327871400771,55.812188833455394,110.11317172409649,0.7142857142857142,0.25,0.8,0.0,0.6,3,477,0.8,4.800000000000001
8.0,8.0,102.71194834255284,124.99729180579864,124.90901968290996,1.0,0.0833333333333333,0.6000000000000001,0.1111111111111111,0.2,1,50,0.6000000000000001,4.800000000000001
0.0,0.0,99.60571832890724,124.88096618843464,124.39680327996564,0.4285714285714285,0.9166666666666666,0.2,0.2222222222222222,0.1,1,190,0.2,4.800000000000001
8.0,8.0,116.41739062556101,123.45668236613564,2.1729549739245373,1.0,0.9166666666666666,0.2,0.7777777777777778,0.4,2,414,0.2,4.2
0.0,0.0,104.2324230075806,124.99165538108359,0.159702452629025,0.8571428571428572,0.5833333333333334,0.6000000000000001,0.3333333333333333,0.5,2,267,0.6000000000000001,4.800000000000001
8.0,8.0,106.92858254500933,124.88052657788086,0.6043096291119125,0.2857142857142857,0.9166666666666666,0.8,1.0,0.6,2,219,0.8,4.800000000000001
8.0,8.0,0.793015720293237,2.7758740424796873,104.81767210582433,0.1428571428571428,0.0,0.4,0.4444444444444445,0.6,0,740,0.4,4.800000000000001
8.0,8.0,110.1216779867663,124.58139657601093,1.131272077333825,0.1428571428571428,0.9166666666666666,0.4,0.1666666666666666,0.6,2,353,0.4,4.800000000000001
0.0,0.0,102.49931961162568,124.99480267342227,124.873963046967,1.0,0.0,0.2,0.0555555555555555,0.7,1,191,0.2,4.800000000000001
8.0,8.0,0.2698575565818745,0.9534297254130625,104.65323978961565,0.8571428571428572,0.1666666666666666,0.2,0.611111111111111,0.2,0,808,0.2,4.800000000000001
8.0,8.0,0.5522530638472125,1.9413539259147126,104.74227251582,0.0,0.4166666666666666,0.2,0.8333333333333334,0.6,0,808,0.2,4.800000000000001
8.0,8.0,98.58535996470064,124.80527112112813,124.22847578198558,1.0,0.3333333333333333,0.4,0.0555555555555555,0.7,1,179,0.4,4.800000000000001
8.0,8.0,17.826214208099888,48.9016675605865,109.3486031878168,0.7142857142857142,0.6666666666666666,0.6000000000000001,0.2777777777777778,0.9,3,515,0.6000000000000001,4.800000000000001
8.0,8.0,19.951710816047516,53.36436911890804,109.83883963647939,0.8571428571428572,0.4166666666666666,0.4,0.611111111111111,0.8,3,741,0.4,4.800000000000001
0.0,0.0,105.3629893131987,124.96080642654621,0.34611472311935004,0.2857142857142857,0.3333333333333333,0.4,0.3888888888888889,0.3,2,352,0.4,4.800000000000001
8.0,8.0,107.80222893316392,124.81675235839225,0.7484313546551751,0.7142857142857142,0.0,0.4,0.3333333333333333,0.0,2,352,0.4,4.800000000000001
0.0,0.0,102.79126270837392,124.99801435977042,124.9220963645712,0.0,0.1666666666666666,0.6000000000000001,0.611111111111111,0.4,1,53,0.6000000000000001,4.800000000000001
0.0,0.0,107.1630373979402,124.86474692685498,0.6429832195569251,0.1428571428571428,0.25,0.4,0.3333333333333333,0.7,2,352,0.4,4.800000000000001
8.0,8.0,20.642813085424315,54.76893248289887,109.99575981641455,0.7142857142857142,0.0833333333333333,0.4,0.1111111111111111,1.0,3,741,0.4,4.800000000000001
8.0,8.0,1.153771088550412,4.013239920257449,104.92979769538789,0.0,0.6666666666666666,0.6000000000000001,0.2777777777777778,0.6,0,515,0.6000000000000001,4.800000000000001
0.0,0.0,1.2041577993894494,4.184835587347022,104.94537842247365,0.1428571428571428,0.3333333333333333,0.4,0.3333333333333333,1.0,0,740,0.4,4.800000000000001
8.0,8.0,100.4205099921927,124.92809405996191,124.53118705108031,1.0,0.1666666666666666,0.4,0.3333333333333333,0.1,1,179,0.4,4.800000000000001
8.0,8.0,18.1677221158498,49.63365521116078,109.42817618686189,1.0,0.8333333333333334,0.2,0.9444444444444444,0.1,3,808,0.2,4.800000000000001
8.0,8.0,102.151693925733,124.98900100991503,124.81664822947297,0.2857142857142857,0.9166666666666666,0.8,0.1111111111111111,0.5,1,26,0.8,4.800000000000001
8.0,8.0,101.86988751046772,124.9827201359802,124.77018427548508,0.5714285714285714,0.25,0.2,0.3888888888888889,0.9,1,192,0.2,4.800000000000001
0.0,0.0,122.74366883704629,121.60296564484634,3.2257669612907875,0.1428571428571428,0.9166666666666666,0.2,0.3333333333333333,1.0,2,414,0.2,4.2
0.0,0.0,115.14009331391455,123.7425569408897,1.9612240219198496,0.4285714285714285,0.7499999999999999,0.2,0.3333333333333333,0.1,2,414,0.2,4.2
8.0,8.0,105.27356186888505,124.96407485434325,0.3313686778417495,0.1428571428571428,0.0,0.2,0.0,0.9,2,413,0.2,4.800000000000001
0.0,0.0,0.3570035621028625,1.2593584167313,104.68078428928514,0.8571428571428572,0.3333333333333333,0.4,0.0555555555555555,0.2,0,738,0.4,4.800000000000001
8.0,8.0,0.390505944201375,1.3767167682385502,104.69135692552192,0.0,0.6666666666666666,0.2,0.1666666666666666,0.2,0,808,0.2,4.800000000000001
0.0,0.0,0.0786565707969125,0.27885746270111,104.59258624488899,1.0,0.1666666666666666,0.0,0.611111111111111,0.2,0,841,0.0,2.8000000000000003
8.0,8.0,17.538313355571052,48.2800076320089,109.28127218862471,0.7142857142857142,0.3333333333333333,0.0,0.1111111111111111,0.0,3,841,0.0,2.8000000000000003
8.0,8.0,120.29991108792984,122.40586935373726,2.818164011636575,0.2857142857142857,0.4999999999999999,0.4,0.2222222222222222,0.6,2,352,0.4,4.800000000000001
8.0,8.0,0.44169717162218747,1.5557689553010352,104.70749410714645,0.2857142857142857,0.7499999999999999,0.4,0.3333333333333333,0.0,0,738,0.4,4.800000000000001
8.0,8.0,102.13988154825707,124.9887661046451,124.81470063858724,0.4285714285714285,0.9166666666666666,0.2,0.0,0.8,1,192,0.2,4.800000000000001
8.0,8.0,0.036686048696062,0.13015992494970952,104.57923133595833,0.1428571428571428,0.8333333333333334,0.6000000000000001,0.0,0.8,0,515,0.6000000000000001,4.800000000000001
0.0,0.0,99.51632003884426,124.87507560494315,124.38205723468805,0.4285714285714285,0.5833333333333334,0.8,0.9444444444444444,1.0,1,25,0.8,4.800000000000001
0.0,0.0,102.49425704910722,124.99473360695079,124.87312836515885,0.0,0.4166666666666666,0.4,0.0555555555555555,0.1,1,179,0.4,4.800000000000001
8.0,8.0,18.69336779375549,50.74897296212683,109.55003973085405,0.2857142857142857,0.0833333333333333,0.2,0.3333333333333333,0.2,3,807,0.2,4.800000000000001
0.0,0.0,98.7691705113629,124.8202771651236,124.25880255434893,0.5714285714285714,0.25,0.4,0.0555555555555555,0.5,1,177,0.4,4.800000000000001
0.0,0.0,103.14902316326331,124.99988288760888,124.9810805456816,0.7142857142857142,0.8333333333333334,0.6000000000000001,0.0555555555555555,1.0,1,58,0.6000000000000001,4.800000000000001
8.0,8.0,1.01194631957905,3.5286390412743622,104.88583778682451,0.5714285714285714,0.3333333333333333,0.4,0.1666666666666666,0.8,0,738,0.4,4.800000000000001
8.0,8.0,100.58415993802919,124.93613422283708,124.558175096211,0.4285714285714285,0.1666666666666666,0.4,0.5555555555555556,0.2,1,177,0.4,4.800000000000001
0.0,0.0,0.401091680449837,1.413769359335475,104.69469565275455,0.7142857142857142,0.3333333333333333,0.2,0.8333333333333334,0.8,0,807,0.2,4.800000000000001
0.0,0.0,0.6675641620249726,2.3419216236519476,104.77844206084052,0.2857142857142857,0.5833333333333334,0.4,0.3333333333333333,0.7,0,738,0.4,4.800000000000001
0.0,0.0,99.23801801117006,124.85582643555765,124.33614973523895,0.2857142857142857,0.7499999999999999,0.4,0.0,0.2,1,177,0.4,4.800000000000001
0.0,0.0,1.0253892582070876,3.5746743368905625,104.89001119586533,0.7142857142857142,0.25,0.4,0.2222222222222222,0.2,0,738,0.4,4.800000000000001
8.0,8.0,20.467098670849087,54.41391875632636,109.95597331689198,0.1428571428571428,0.25,0.4,0.3333333333333333,0.3,3,737,0.4,4.800000000000001
0.0,0.0,123.021740563688,121.50462137258327,3.2722309152786746,0.4285714285714285,0.1666666666666666,0.6000000000000001,0.3333333333333333,0.9,2,268,0.6000000000000001,4.800000000000001
0.0,0.0,124.96514011226168,120.77722091653203,3.5974785931938875,0.7142857142857142,0.4999999999999999,0.8,0.2777777777777778,0.8,2,216,0.8,4.800000000000001
0.0,0.0,0.7280158479049249,2.5512699250942124,104.79736151515894,0.2857142857142857,0.0,0.4,0.5555555555555556,0.1,0,739,0.4,4.800000000000001
8.0,8.0,17.583456023630816,48.37776201031482,109.29184482486151,1.0,0.4166666666666666,0.4,0.2777777777777778,0.1,3,739,0.4,4.800000000000001
8.0,8.0,117.32620831109352,123.23529464979788,2.3237541539331223,0.2857142857142857,0.25,0.6000000000000001,0.1666666666666666,0.0,2,268,0.6000000000000001,4.800000000000001
0.0,0.0,101.3484824673601,124.96737371243088,124.684212049244,0.4285714285714285,0.0,0.2,0.1111111111111111,0.4,1,192,0.2,4.800000000000001
8.0,8.0,20.799144223378,55.08359148111862,110.03109467962686,0.1428571428571428,0.7499999999999999,0.2,0.8333333333333334,0.7,3,807,0.2,4.800000000000001
0.0,0.0,101.39910290455114,124.96907562233875,124.69255886732566,1.0,0.0833333333333333,0.6000000000000001,0.3333333333333333,0.8,1,62,0.6000000000000001,4.800000000000001
0.0,0.0,100.0055043855584,124.90556712569611,124.46274314281071,0.1428571428571428,0.0,0.6000000000000001,0.8888888888888888,0.4,1,62,0.6000000000000001,4.800000000000001
8.0,8.0,16.601800860926012,46.228323993050964,109.06063796399962,0.0,0.0833333333333333,0.4,0.1666666666666666,0.1,3,739,0.4,4.800000000000001
0.0,0.0,0.21625982618072448,0.7647993767302125,104.63626792618297,0.0,0.7499999999999999,0.4,0.3333333333333333,0.2,0,739,0.4,4.800000000000001
8.0,8.0,109.54876133405683,124.64846183390661,1.0366748057417126,0.1428571428571428,0.25,0.4,0.1666666666666666,0.2,2,352,0.4,4.800000000000001
0.0,0.0,101.75345465645884,124.9797126437302,124.75098659389724,0.2857142857142857,0.4999999999999999,0.4,0.0555555555555555,0.1,1,177,0.4,4.800000000000001
0.0,0.0,0.55048169772351,1.9351878332644246,104.74171606128122,0.4285714285714285,0.1666666666666666,0.8,0.2777777777777778,0.1,0,475,0.8,4.800000000000001
8.0,8.0,117.22899244252469,123.25969195132274,2.3076169723085873,1.0,1.0,0.4,0.0,0.7,2,352,0.4,4.800000000000001
0.0,0.0,98.56849714976612,124.80386430275105,124.22569350929172,0.1428571428571428,0.0833333333333333,0.6000000000000001,0.0,0.3,1,64,0.6000000000000001,4.800000000000001
0.0,0.0,0.5992235415459475,2.1047166177980374,104.7570185610976,0.0,0.0833333333333333,0.8,0.0,1.0,0,473,0.8,4.800000000000001
0.0,0.0,1.05318558817975,3.6697947622933875,104.89863624121637,0.7142857142857142,0.8333333333333334,0.4,0.2222222222222222,0.0,0,737,0.4,4.800000000000001
0.0,0.0,104.6796029791473,124.98217194380359,0.2334326790169875,0.4285714285714285,0.7499999999999999,0.6000000000000001,0.0555555555555555,0.4,2,268,0.6000000000000001,4.800000000000001
8.0,8.0,123.38124213151247,121.37535469506264,3.3323280054666,0.4285714285714285,0.4999999999999999,0.2,0.0555555555555555,0.4,2,413,0.2,4.800000000000001
0.0,0.0,21.27464907920315,56.03383020512544,110.13821217834146,1.0,0.8333333333333334,0.2,1.0,0.1,3,806,0.2,4.800000000000001
0.0,0.0,110.42492485202551,124.54352455967721,1.1813529858237624,0.2857142857142857,1.0,0.2,0.4444444444444445,0.9,2,413,0.2,4.800000000000001
0.0,0.0,1.1079376822022249,3.8568916478524002,104.91560810464905,0.5714285714285714,0.0,0.8,0.8888888888888888,0.3,0,472,0.8,4.800000000000001
0.0,0.0,99.21271886753783,124.8540081644629,124.3319763261981,0.7142857142857142,0.0,0.4,0.1111111111111111,0.5,1,177,0.4,4.800000000000001
0.0,0.0,100.34459167270845,124.92420229150585,124.51866682395786,0.5714285714285714,0.4999999999999999,0.4,0.3333333333333333,0.2,1,177,0.4,4.800000000000001
8.0,8.0,114.59418005826706,123.85575135633013,1.8708001593685744,0.7142857142857142,0.9166666666666666,0.6000000000000001,0.3333333333333333,0.5,2,266,0.6000000000000001,4.800000000000001
0.0,0.0,20.219451142022777,53.91114718404733,109.8997714084755,0.4285714285714285,0.9166666666666666,0.6000000000000001,0.2222222222222222,0.8,3,516,0.6000000000000001,4.800000000000001
0.0,0.0,0.7440332892757745,2.60666499018111,104.80236960600791,1.0,0.0,0.4,0.5,0.9,0,727,0.4,4.800000000000001
0.0,0.0,16.719313336100463,46.488274843484405,109.08846069093849,0.2857142857142857,0.3333333333333333,0.4,0.1111111111111111,0.9,3,727,0.4,4.800000000000001
8.0,8.0,99.27512374198294,124.85847262837771,124.34227073516553,0.8571428571428572,0.3333333333333333,0.8,0.4444444444444445,0.9,1,30,0.8,4.800000000000001
0.0,0.0,99.83512679260485,124.89543093252206,124.43464218860248,0.5714285714285714,0.0833333333333333,0.6000000000000001,1.0,0.3,1,65,0.6000000000000001,4.800000000000001
0.0,0.0,119.2350441184594,122.7214285034478,2.6409332410360626,0.2857142857142857,0.5833333333333334,0.2,0.6666666666666666,0.2,2,413,0.2,4.800000000000001
8.0,8.0,20.34441817213111,54.165209615743834,109.92815058995312,0.2857142857142857,0.5833333333333334,0.8,0.1666666666666666,0.1,3,478,0.8,4.800000000000001
0.0,0.0,122.89187607224365,121.55072810586005,3.2505291882663756,0.2857142857142857,0.7499999999999999,0.4,0.1666666666666666,0.8,2,352,0.4,4.800000000000001
8.0,8.0,101.62689880516693,124.97617011953893,124.73011954869314,0.8571428571428572,0.7499999999999999,0.4,0.0555555555555555,0.5,1,177,0.4,4.800000000000001
0.0,0.0,20.66987541947305,54.82348300884013,110.00188081634106,0.5714285714285714,0.6666666666666666,1.0,0.0,0.7,3,421,1.0,5.0
8.0,8.0,113.89170907988152,123.99350530919304,1.7545011607641625,0.5714285714285714,0.1666666666666666,0.4,0.8888888888888888,0.2,2,378,0.4,4.800000000000001
0.0,0.0,110.00036696464917,124.59608660416245,1.1112397139378496,0.5714285714285714,0.0,0.2,0.0,0.6,2,413,0.2,4.800000000000001
8.0,8.0,1.0038827162658994,3.5010149590090878,104.8833337414,0.8571428571428572,0.5833333333333334,0.0,0.3333333333333333,0.3,0,841,0.0,2.8000000000000003
8.0,8.0,16.321633125653022,45.60561452393266,108.99414164661576,0.8571428571428572,1.0,0.6000000000000001,0.0,0.5,3,517,0.6000000000000001,4.800000000000001
8.0,8.0,101.12744395920012,124.9594079372132,124.6477642769541,0.7142857142857142,0.4166666666666666,0.0,0.3333333333333333,0.1,1,207,0.0,4.6000000000000005
0.0,0.0,21.31675614163754,56.11748306448807,110.14767190550066,0.5714285714285714,0.5833333333333334,0.4,0.4444444444444445,0.7,3,727,0.4,4.800000000000001
8.0,8.0,119.73002734605336,122.5773274748559,2.723288512775075,0.8571428571428572,0.0,0.4,0.2222222222222222,0.4,2,352,0.4,4.800000000000001
