Date of your flight (arrival or drop off),FlightTime,Airport,FlightRange,BagNumber,MaxSpendingRange,DropOffRange (miles),latitude,longitude
12/13/2024,05:10 AM,ONT,1.0,2,25,0.0,34.0555978,-117.60137102196373
12/1/2024,05:07 PM,LAX,0.5,5,34,0.4,33.94216754999999,-118.42135906141587
1/19/2025,05:00 PM,LAX,0.25,3,50,0.3,33.94216754999999,-118.42135906141587
3/15/2025,05:00 AM,ONT,1.0,4,57,0.5,34.0555978,-117.60137102196373
1/20/2025,04:45 PM,LAX,1.0,1,55,0.7,33.94216754999999,-118.42135906141587
3/14/2024,04:40 PM,ONT,3.0,1,53,0.0,34.0555978,-117.60137102196373
12/14/2024,04:35 PM,ONT,2.0,2,56,0.2,34.0555978,-117.60137102196373
1/18/2005,04:30 PM,LAX,3.0,1,53,0.9,33.94216754999999,-118.42135906141587
1/18/2025,04:30 PM,LAX,0.5,2,41,0.4,33.94216754999999,-118.42135906141587
1/20/2025,04:30 PM,LAX,3.0,2,44,0.1,33.94216754999999,-118.42135906141587
1/20/2025,04:30 PM,LAX,2.0,1,44,0.9,33.94216754999999,-118.42135906141587
1/20/2025,04:30 PM,ONT,4.0,2,21,0.3,34.0555978,-117.60137102196373
3/14/2024,04:30 PM,LAX,1.0,4,26,0.0,33.94216754999999,-118.42135906141587
1/20/2025,04:20 PM,ONT,0.25,2,34,0.9,34.0555978,-117.60137102196373
12/1/2024,04:10 PM,ONT,2.0,2,45,0.9,34.0555978,-117.60137102196373
1/19/2025,04:00 PM,LAX,3.0,1,27,0.3,33.94216754999999,-118.42135906141587
1/19/2025,04:00 PM,LAX,3.0,1,23,0.3,33.94216754999999,-118.42135906141587
1/20/2025,04:00 PM,LAX,4.0,1,53,0.7,33.94216754999999,-118.42135906141587
1/20/2025,03:50 PM,ONT,2.0,1,34,0.7,34.0555978,-117.60137102196373
1/19/2025,03:45 PM,LAX,3.0,1,55,0.4,33.94216754999999,-118.42135906141587
1/20/2025,03:45 PM,LAX,1.0,1,48,0.3,33.94216754999999,-118.42135906141587
1/19/2025,03:30 PM,LAX,1.0,2,28,0.9,33.94216754999999,-118.42135906141587
1/19/2025,03:30 PM,LAX,0.25,1,44,0.1,33.94216754999999,-118.42135906141587
1/20/2025,03:30 PM,ONT,3.0,1,53,0.4,34.0555978,-117.60137102196373
1/20/2025,03:30 PM,ONT,2.0,2,25,0.9,34.0555978,-117.60137102196373
3/23/2024,03:30 PM,ONT,0.5,3,26,0.9,34.0555978,-117.60137102196373
1/19/2025,03:30 PM,ONT,2.0,2,46,0.8,34.0555978,-117.60137102196373
1/19/2025,03:20 PM,LAX,0.5,1,59,0.1,33.94216754999999,-118.42135906141587
1/20/2025,03:20 PM,ONT,3.0,1,37,0.4,34.0555978,-117.60137102196373
12/13/2024,03:20 PM,ONT,0.25,1,25,0.3,34.0555978,-117.60137102196373
12/11/2024,03:20 PM,ONT,2.0,3,49,0.1,34.0555978,-117.60137102196373
12/12/2024,03:20 PM,ONT,1.0,1,37,0.1,34.0555978,-117.60137102196373
1/16/2024,03:11 PM,ONT,1.0,1,35,0.8,34.0555978,-117.60137102196373
3/22/2024,03:07 PM,LAX,0.5,2,56,0.0,33.94216754999999,-118.42135906141587
12/1/2024,03:05 PM,ONT,4.0,3,28,0.8,34.0555978,-117.60137102196373
12/1/2024,03:02 PM,ONT,2.0,5,40,0.5,34.0555978,-117.60137102196373
1/18/2025,03:00 PM,LAX,2.0,3,59,0.3,33.94216754999999,-118.42135906141587
1/19/2025,03:00 PM,LAX,1.0,2,26,0.2,33.94216754999999,-118.42135906141587
1/19/2025,03:00 PM,LAX,0.5,3,44,0.7,33.94216754999999,-118.42135906141587
1/20/2025,03:00 PM,LAX,3.0,2,52,0.2,33.94216754999999,-118.42135906141587
3/21/2024,03:00 PM,ONT,1.0,4,58,0.8,34.0555978,-117.60137102196373
1/19/2025,02:50 PM,ONT,3.0,1,51,0.0,34.0555978,-117.60137102196373
12/11/2024,02:50 PM,ONT,0.5,2,31,0.4,34.0555978,-117.60137102196373
1/19/2025,02:40 PM,ONT,3.0,2,55,0.9,34.0555978,-117.60137102196373
1/20/0024,02:35 PM,LAX,3.0,1,23,0.3,33.94216754999999,-118.42135906141587
12/14/2024,02:34 PM,LAX,2.0,2,34,0.1,33.94216754999999,-118.42135906141587
12/1/24,02:34 PM,ONT,1.0,3,34,0.0,34.0555978,-117.60137102196373
1/19/2005,02:30 PM,LAX,2.0,2,58,0.0,33.94216754999999,-118.42135906141587
1/20/2025,02:30 PM,LAX,0.5,1,55,0.6,33.94216754999999,-118.42135906141587
1/20/2025,02:30 PM,ONT,1.0,1,31,0.3,34.0555978,-117.60137102196373
1/20/2025,02:30 PM,ONT,0.5,2,40,0.8,34.0555978,-117.60137102196373
3/14/2024,02:30 PM,ONT,0.5,4,28,0.7,34.0555978,-117.60137102196373
1/18/2025,02:25 PM,LAX,2.0,2,27,0.8,33.94216754999999,-118.42135906141587
1/18/2025,02:20 PM,ONT,1.0,2,38,0.5,34.0555978,-117.60137102196373
1/18/2025,02:10 PM,ONT,1.0,1,51,0.1,34.0555978,-117.60137102196373
1/20/2025,02:05 PM,LAX,0.5,3,22,0.1,33.94216754999999,-118.42135906141587
12/1/2024,02:05 PM,ONT,2.0,3,42,0.5,34.0555978,-117.60137102196373
1/19/2025,02:00 PM,LAX,4.0,2,59,0.5,33.94216754999999,-118.42135906141587
1/20/2025,02:00 PM,LAX,0.5,1,35,0.4,33.94216754999999,-118.42135906141587
3/20/2024,02:00 PM,ONT,1.0,4,48,0.3,34.0555978,-117.60137102196373
1/20/2025,02:00 PM,LAX,2.0,1,31,0.0,33.94216754999999,-118.42135906141587
12/13/2024,02:00 PM,LAX,1.0,1,51,0.3,33.94216754999999,-118.42135906141587
11/30/2024,01:55 PM,ONT,1.0,3,29,0.3,34.0555978,-117.60137102196373
12/1/2024,01:55 PM,ONT,3.0,1,51,0.5,34.0555978,-117.60137102196373
12/1/2024,01:55 PM,ONT,0.5,3,23,0.7,34.0555978,-117.60137102196373
12/1/2024,01:45 PM,ONT,0.5,3,36,0.1,34.0555978,-117.60137102196373
1/19/2025,01:40 PM,LAX,2.0,3,34,0.4,33.94216754999999,-118.42135906141587
12/11/2024,01:40 PM,ONT,2.0,3,35,0.4,34.0555978,-117.60137102196373
1/20/2025,01:30 PM,ONT,0.5,1,26,0.9,34.0555978,-117.60137102196373
1/19/2025,01:30 AM,LAX,0.5,2,21,0.6,33.94216754999999,-118.42135906141587
12/1/2024,01:27 PM,ONT,4.0,4,43,0.5,34.0555978,-117.60137102196373
1/18/2025,01:00 PM,LAX,1.0,1,26,0.1,33.94216754999999,-118.42135906141587
1/18/2024,01:00 PM,ONT,1.0,1,47,0.9,34.0555978,-117.60137102196373
1/19/2025,01:00 PM,ONT,1.0,1,20,0.0,34.0555978,-117.60137102196373
1/19/2025,01:00 PM,ONT,0.5,1,26,0.2,34.0555978,-117.60137102196373
1/19/2025,01:00 PM,ONT,3.0,1,57,0.0,34.0555978,-117.60137102196373
1/19/2025,01:00 PM,ONT,2.0,1,48,0.7,34.0555978,-117.60137102196373
1/20/2025,01:00 PM,ONT,1.0,1,52,0.7,34.0555978,-117.60137102196373
1/19/2025,01:00 PM,LAX,1.0,3,57,0.3,33.94216754999999,-118.42135906141587
